Country,1980-1983,1984-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019
Australia,22.38,37.32,40.34,45.1,64.74,88.91,80.51,114.56,100.2,86.96
Egypt,2.72,4.7,5.68,8.24,13.24,19.46,22.22,23.09,19.76,19.76
Qatar,10774.96,10757.25,10084.18,13541.14,16642.24,33464.88,25421.34,13681.81,9626.86,8108.46
Trinidad and Tobago,253.62,230.82,192.55,192.67,370.99,386.9,340.8,264.34,220.74,188.95
Norway,82.24,140.59,338.33,280.29,255.58,394.81,449.0,385.08,346.38,279.85
Saudi Arabia,271.07,246.47,277.7,253.39,259.33,259.69,247.37,246.13,231.56,172.77
China,0.7,0.74,0.77,1.19,0.91,0.93,1.17,1.86,2.38,4.15
Papua New Guinea,0.0,0.05,0.33,0.56,0.48,0.42,0.31,13.87,16.6,19.91
Turkmenistan,,,,,527.54,510.38,489.27,2089.29,3239.1,3022.92
Ukraine,,,,,14.04,14.64,14.99,14.55,22.45,21.63
Canada,88.67,91.24,84.93,65.31,51.8,45.9,43.09,46.57,49.44,48.04
Denmark,15.75,15.36,17.67,22.51,20.88,24.17,19.17,9.04,5.25,1.64
Yemen,0.0,2.86,17.93,21.01,18.05,16.08,14.34,12.52,9.84,8.49
Poland,1.82,2.29,2.83,2.69,2.54,1.98,1.87,1.87,1.68,1.62
Oman,67.78,129.43,112.92,105.36,241.14,341.64,329.04,182.1,141.59,126.6
Nigeria,14.14,18.81,26.2,29.48,26.02,31.57,31.73,28.63,25.58,24.82
Pakistan,3.48,3.33,3.18,3.39,2.65,3.21,3.61,2.91,2.17,1.62
"Iran, Islamic Republic of",291.8,246.27,259.81,288.25,317.92,337.97,333.44,364.6,373.59,354.08
Russian Federation,,,206.22,208.88,203.34,207.52,211.67,214.28,217.37,230.43
