Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2020,2021-2021
Mongolia,1002.0,348.0,1464.0,3234.0,4295.0,5616.5,8365.0,9762.0,13408.0,19104.0
Tonga,,,,,,,7.5,3.0,7.0,3.0
Mexico,39997.0,49885.5,57934.5,70009.5,76638.5,85892.5,103664.5,111162.5,118329.0,142012.0
Bhutan,,,,21.0,25.5,2.0,21.0,90.5,255.0,155.0
Mauritius,,,,826.0,813.0,923.0,1072.5,2544.0,2466.0,2540.0
Panama,2906.0,3751.5,3989.0,3934.5,4494.5,5082.5,4702.0,4895.5,5408.0,4782.0
Yemen,1216.0,2154.0,2772.0,2135.5,1876.0,1671.5,2751.0,4187.5,4564.0,4662.0
Iceland,1290.0,1524.5,1169.5,1464.0,1470.0,1425.5,1613.5,1627.0,1356.0,1419.0
"Bolivia, Plurinational State of",1205.0,1780.5,,1982.5,2645.5,2467.0,3245.5,,3867.0,4838.0
Viet Nam,,,,33461.0,35671.0,42042.0,55138.0,67623.5,76836.0,77404.0
Saint Kitts and Nevis,,,,,,2.0,19.0,11.0,,
Syrian Arab Republic,,,,,,,8211.0,7882.0,8189.0,
Lesotho,,,,,,,,48.5,68.0,
Colombia,11278.0,13694.0,13283.0,16374.0,18937.5,22033.5,24030.5,27178.5,31370.0,33617.0
Turkmenistan,74.5,146.0,,,,,,,,
Bangladesh,5229.0,5569.0,6960.5,8244.5,8147.5,8626.0,8913.5,8001.5,9782.0,10831.0
nld_curacao,,,,,,,,,,157.0
