Country,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Tonga,0.12,0.65,0.88,1.4,2.28,2.92,5.59
Greece,0.28,5.0,17.12,24.54,31.5,37.16,41.93
Marshall Islands,,,,2.5,2.27,2.18,2.3
Faroe Islands,2.54,23.08,32.32,33.8,36.19,35.59,35.03
"Iran, Islamic Republic of",0.03,0.21,0.75,4.76,8.3,10.53,11.81
Yemen,,0.02,0.23,0.67,1.18,1.23,1.2
Armenia,0.01,0.1,1.66,7.05,9.94,12.33,16.81
Angola,,0.05,0.07,0.08,0.39,0.35,0.38
Mauritania,,0.05,0.19,0.19,0.24,0.29,0.37
Qatar,0.61,4.91,8.28,9.81,9.94,9.76,11.97
Namibia,,0.01,0.16,1.19,2.56,2.74,3.48
New Zealand,2.62,13.07,23.45,28.43,31.88,33.88,35.3
Nicaragua,0.07,0.34,1.12,1.75,2.14,3.15,4.51
Zimbabwe,0.05,0.1,0.26,0.52,1.15,1.32,1.28
Indonesia,0.03,0.15,0.71,1.19,1.62,3.16,4.58
Fiji,,1.02,1.82,1.75,1.36,1.91,2.5
Liechtenstein,7.5,31.32,43.73,39.29,42.16,43.76,47.63
Australia,3.01,14.52,24.71,25.31,29.0,33.56,35.23
Lithuania,2.09,11.71,19.96,25.4,28.04,27.56,28.81
Syrian Arab Republic,0.0,0.02,0.17,1.07,3.87,7.27,7.42
Cyprus,1.51,8.39,21.04,25.6,30.69,35.6,37.89
