Country,1964-1969,1970-1974,1975-1978,1979-1982,1983-1986,1987-1990,1991-1994,1995-1999
Azerbaijan,,,,4.47,4.79,4.81,2.66,1.37
Ireland,5.71,7.94,7.46,10.27,7.43,6.13,4.7,4.12
Ukraine,,,,5.67,4.76,5.94,5.38,3.45
Grenada,,,,,,,18.1,
Romania,,,,,,21.84,19.46,12.03
Uzbekistan,,,,6.16,7.73,7.31,5.27,3.43
Jamaica,3.45,,1.04,0.11,1.74,,,
Peru,4.58,3.69,2.54,,3.08,,,
Belgium,10.6,11.63,9.5,12.02,9.3,7.28,5.92,3.88
"Taiwan, Province of China",4.4,,,,,,,
Chile,5.77,6.7,4.25,5.33,5.67,2.68,3.78,
North Macedonia,,,,,,,7.89,7.28
Dominican Republic,2.72,3.2,3.72,2.76,2.71,,,
Saint Kitts and Nevis,,,,6.45,6.78,17.72,5.87,
Serbia,,,,,,,,0.54
Latvia,,,,9.47,7.61,9.88,9.69,7.1
Syrian Arab Republic,,,,,,,,
Turkmenistan,,,,5.75,6.02,6.49,13.28,4.24
Greece,4.65,4.82,6.4,11.93,10.56,8.51,7.12,5.98
New Zealand,8.0,10.12,8.72,10.66,10.33,9.3,8.39,7.68
Hong Kong,3.89,3.84,3.25,6.34,3.72,2.72,2.05,0.98
Cayman Islands,,,,20.56,,,,
Israel,,,6.57,6.99,6.67,5.63,4.26,3.68
Croatia,,,,,12.21,11.14,9.28,3.55
Finland,12.43,12.19,7.24,4.78,4.87,4.68,4.11,2.87
Luxembourg,13.55,14.58,10.61,14.92,10.06,9.25,8.4,2.53
Malta,2.25,2.22,1.38,6.71,2.79,2.13,3.37,1.85
