Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2017,2018-2020,2021-2023
Algeria,4.87,10.51,14.07,17.19,22.37,30.16,35.27,38.24,41.74
Mongolia,12.43,91.28,131.17,183.74,307.91,554.71,737.54,832.58,976.83
Malta,0.57,0.58,0.58,0.57,0.57,0.58,0.59,0.57,0.56
"Palestine, State of",,0.59,0.54,0.52,0.54,0.65,0.59,0.56,0.61
Guyana,36.96,60.38,69.14,75.62,91.53,101.7,103.24,95.28,87.27
Maldives,2.44,3.01,3.41,4.64,6.06,7.85,8.2,8.11,7.99
Afghanistan,,,9.5,10.48,13.88,16.24,15.82,15.07,14.75
Mauritania,4.09,5.06,6.73,8.13,11.04,14.9,12.17,11.5,11.61
Spain,0.65,0.71,0.74,0.76,0.73,0.7,0.65,0.61,0.58
Yemen,7.1,15.96,26.21,38.13,56.2,83.58,,,
Mali,119.97,174.45,175.08,166.87,179.83,213.21,209.23,203.19,201.55
Peru,0.45,1.14,1.34,1.33,1.41,1.56,1.71,1.73,1.72
India,6.22,8.15,9.59,10.33,12.23,15.89,19.4,20.34,20.54
Madagascar,93.82,213.44,294.64,395.94,540.47,712.32,900.48,1115.48,1203.56
Belarus,0.0,0.0,0.01,0.06,0.09,0.25,0.54,0.64,0.73
