Country,1997-2000,2001-2004,2005-2008,2009-2012,2013-2016,2017-2019,2020-2022
Burundi,11973633333.33,,,5328143244.67,43838838845.0,42158596602.0,41894604084.5
Botswana,,,,,,4320654618.67,6470843333.33
Kiribati,,,,3370857.08,6630469.56,11292097.12,10487036.62
Seychelles,8133333.33,,2525000.0,,462413080.46,221613027.52,482220765.2
Mali,35000000000.0,73011166666.67,70302790000.0,89360836250.0,92307481861.25,43518709000.0,205516477000.0
Namibia,44420824.0,106016938.06,227492033.23,364830231.57,203265047.49,1084112373.3,1013696666.67
"Moldova, Republic of",76650000.0,487800000.0,1087225000.0,1846750000.0,3398900000.0,994800000.0,2552933333.33
Barbados,,26798500.0,45475861.15,62833831.75,59095214.0,,
Slovenia,298545250.0,422520250.0,539838000.0,680869750.0,737034750.0,788034333.33,977827666.67
Papua New Guinea,,,,,112246666.67,79363192.44,171577861.79
Bulgaria,463032000.0,395722750.0,603578250.0,1009634750.0,1452595000.0,1759588333.33,2294878666.67
Greece,3027767585.16,4205509979.12,5555832084.76,6139375254.17,5560834671.63,5475433130.47,5303092056.69
Iraq,,,,,2192140202526.01,1444037424100.07,
Afghanistan,,,1547254372.5,1044353928.25,6590526547.92,3218111020.89,
Cyprus,220751306.23,287514907.55,478493833.66,391375000.0,642490790.98,1226856447.82,966142387.44
Malawi,,,,3307932234.0,6646901197.68,7862929880.66,17863450249.85
South Africa,4102150000.0,17672325000.0,32908000000.0,63167177316.7,70870678621.07,146109522702.73,215137000702.18
Norway,35228250000.0,43298250000.0,58139750000.0,75675000000.0,98169500000.0,126173000000.0,176368000000.0
Lesotho,77844129.25,217489751.5,516178385.5,813897050.75,686756342.0,718350063.38,1077038154.8
"Iran, Islamic Republic of",3232080000000.0,14477873500000.0,84317689666666.67,116370000000000.0,,,
Mozambique,,,,6285023420.0,733000000.0,1226241443.33,1681863333.33
Panama,,,,,750505517.75,1685685343.1,2516327383.06
Cambodia,,67200422384.0,82966127589.5,438775386567.27,691329172023.75,1213406761324.33,2632011579721.0
"Congo, The Democratic Republic of the",4249659000.0,82768955500.0,268099877500.0,243751653075.4,332104134300.58,939689525015.79,1917651428600.68
Madagascar,,84810000000.0,136917500000.0,46088225000.0,63634136927.42,51315032922.4,22412692844.77
