Country,1962-1974,1975-1987,1988-1999,2000-2011,2012-2023
Zambia,1452378816.99,2914237282.85,3334979549.92,9837446681.1,24235011864.33
Kenya,1548644774.59,5959240170.34,9350879837.22,23724459817.35,82450083282.96
Eswatini,178812136.96,,1521276486.9,2837678242.63,4382923600.75
Saint Vincent and the Grenadines,19339875.29,95075447.29,284168453.15,582208039.16,846914235.9
Mexico,32826068702.76,149935710184.43,380194243338.19,923537928583.57,1264327386321.46
Tajikistan,,,1267769549.8,3528238948.41,10783345597.67
"Micronesia, Federated States of",38643384.72,81259247.71,202323192.15,268500783.46,398704798.98
China,89834320717.68,235974760257.32,621002649484.53,3116939119037.21,13212797186747.76
El Salvador,1265811017.33,3215185095.38,7148225633.18,14956529963.12,24304984029.14
Belarus,,,16335037087.56,33653859155.68,62200259886.58
Honduras,649779001.07,3597462046.92,5428996781.41,10563671273.92,21941276499.8
Guatemala,1795925319.89,7340995559.59,12500083280.08,28533610026.11,69693002770.05
Puerto Rico,4156919464.89,11995360811.33,26849865612.09,54269751916.76,70614155825.31
Senegal,1552370395.09,3896139488.59,6826996139.48,11424878805.22,22250613848.88
Cuba,9590388925.31,20603461644.96,26095473501.59,45747244293.32,84583757407.99
