Country,1971-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010
China,0.0,0.0,0.0,0.0,501980.0,1281800.0,3259000.0,5664400.0
"Congo, The Democratic Republic of the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,,,,,,,0.0,0.0
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,2560400.0,3245600.0,4246600.0,5421400.0,7118800.0,8125400.0,7364800.0,5540800.0
Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iran, Islamic Republic of",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,145344.0,332420.0,322520.0,326200.0,327800.0,311960.0,339260.0,344540.0
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
