Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016,2017-2023
Trinidad and Tobago,2588177084.28,2043057961.72,3026649495.43,10419589704.68,14989256310.61,11776517535.05
New Caledonia,,,,2148918624.44,2644073084.74,
Switzerland,50370766425.32,99839772076.91,157581918702.59,307735637471.45,564629989437.97,715342423969.71
Ireland,,,,285922598623.23,341942122440.35,726865271893.01
Faroe Islands,,,626226666.67,919687618.45,1260650053.35,
"Korea, Republic of",22202812500.0,62520562500.0,151444600000.0,337679150000.0,657931875000.0,765820714285.71
Russian Federation,,,96433408571.43,285106805000.0,519617511250.0,541640744285.71
Côte d'Ivoire,,,,9939180318.29,13094295419.14,14836946140.3
Lesotho,508675902.65,964840233.06,1112927871.12,1331930917.07,1551527453.98,1630653793.01
Mauritania,267766731.29,452789404.76,454150295.03,,2309200802.69,2914774596.81
North Macedonia,,,1080765655.95,2303762506.58,4716755022.81,8593199823.06
Solomon Islands,86984928.99,102600800.58,197216656.26,151999551.26,522828562.15,577753195.95
Madagascar,421674122.35,444628797.2,709834828.07,1496161513.69,2907918712.28,3927122015.02
Botswana,616319022.54,1909507875.71,2991578325.3,4867056714.42,7372246779.89,7238482547.92
Uruguay,1454014285.71,2055242500.0,4126174026.29,5661253765.43,15930115707.57,19848579858.96
Zambia,1193814285.71,1116285714.29,1010892500.0,2993267579.53,8915654950.43,10045399299.93
"Palestine, State of",,,1624497366.12,1126901149.01,3093864851.35,6077965282.95
United Kingdom,168840296679.03,299618954484.91,503288282590.48,982503054177.11,1053237115044.78,1227181587498.74
Croatia,,,7834888183.62,17403060099.91,24457792080.35,37107158330.7
Rwanda,,,,,1209843226.41,2417754859.05
Congo,981713861.98,1150419514.56,1624355674.85,4597685260.91,8278040847.96,6810353478.48
Ukraine,,,17593857142.86,44468000000.0,72093750000.0,73371714285.71
Italy,89773862125.49,183486674269.69,323644329058.62,536655581699.3,651430822812.62,766284750056.44
Guinea,,689541428.57,751387697.55,993034591.49,1860264687.83,6867377000.0
Burundi,,121930264.03,85785993.0,81993351.48,204437440.05,292961868.98
Sao Tome and Principe,18926880.52,10063620.63,16828167.1,17680318.8,58304063.48,86302022.36
Azerbaijan,,,1215041000.0,11235620875.0,29884526750.0,29160814868.62
Honduras,811475000.0,1032331250.0,2001079508.71,3647194377.27,6157279315.09,8102040551.81
Macao,,,,12226640376.32,37551437454.96,39795647742.53
Myanmar,438423224.84,355526696.04,1486307238.24,3923135932.71,10931654370.88,16900131465.87
