Country,1970-1974,1975-1979,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Eritrea,,,,,0.0,0.0,4.47,1.78,2.78,4.73,4.92
Viet Nam,,,0.0,1.51,9.48,11.55,6.41,14.69,18.33,16.51,22.56
Turkmenistan,,,,,9.83,20.65,16.36,10.77,1.29,2.61,1.19
Papua New Guinea,0.0,5.67,8.9,5.55,5.9,3.97,3.71,6.79,3.01,2.01,9.19
"Moldova, Republic of",,,,,0.64,1.54,25.77,33.95,28.39,22.64,25.16
Colombia,25.69,31.74,28.98,12.02,14.41,17.98,10.23,11.69,12.53,10.35,9.94
Thailand,27.5,33.93,25.31,18.93,37.04,34.65,19.13,31.3,40.87,38.96,37.2
Philippines,26.54,31.82,42.57,18.67,14.73,14.84,9.41,10.15,20.93,19.77,16.03
Tajikistan,,,,,1.03,7.02,6.37,3.39,20.6,16.44,15.05
Serbia,8.94,9.51,8.71,5.23,7.89,27.91,26.61,11.29,3.67,3.5,5.59
Yemen,14.07,15.04,10.01,12.9,15.64,7.29,7.42,6.45,2.65,4.46,6.38
El Salvador,0.0,17.61,12.76,8.51,6.64,24.07,25.85,13.6,10.91,13.13,11.3
Côte d'Ivoire,28.71,22.58,11.68,11.78,22.34,17.52,6.56,9.51,2.98,0.85,5.32
Azerbaijan,,,,,4.32,2.23,6.6,18.72,12.35,7.24,2.45
Cambodia,,,0.09,2.07,3.28,0.03,0.0,2.0,11.66,16.04,21.59
Sao Tome and Principe,,3.99,3.96,6.65,10.53,5.67,6.52,8.89,7.94,3.13,6.34
Ecuador,25.28,25.64,22.06,9.7,20.15,9.25,8.24,8.77,5.1,2.82,2.28
Rwanda,0.0,7.43,10.58,6.69,5.86,4.29,2.26,2.18,2.98,4.46,4.55
Kenya,14.44,16.31,13.1,9.82,11.24,10.58,10.52,10.53,13.46,10.43,6.4
Nepal,0.0,9.06,9.03,2.53,1.39,1.15,1.42,1.62,4.27,7.57,4.52
Nigeria,32.26,43.56,32.13,11.1,8.43,19.44,6.73,25.19,36.06,21.41,22.94
Ukraine,,,,,9.48,4.55,29.33,26.13,22.64,17.31,15.7
Togo,0.25,6.36,10.23,9.1,9.3,5.69,10.57,10.18,5.73,10.85,11.58
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.24,13.92,0.35
"Tanzania, United Republic of",9.92,23.65,37.73,16.9,9.91,12.76,11.07,19.38,14.15,12.12,12.65
Saint Vincent and the Grenadines,0.0,0.0,2.05,6.84,10.34,21.16,7.42,0.59,0.0,0.34,0.0
Dominican Republic,0.12,10.34,18.39,9.3,14.17,17.64,20.92,16.55,9.93,9.09,6.09
Comoros,0.0,2.7,2.65,5.66,6.5,5.87,10.69,6.36,1.44,0.79,0.57
Afghanistan,,,,,,,,1.19,4.58,14.5,13.55
Romania,0.0,0.0,13.59,26.61,37.38,10.39,9.62,24.86,13.64,13.32,13.17
