Country,1992-1996,1997-2001,2002-2006,2007-2010,2011-2014,2015-2018,2019-2022
Mozambique,182500.0,476000.01,872000.0,285000.0,105000.0,,282500.0
"Korea, Democratic People's Republic of",,,1163999.99,326666.66,424999.99,,
Philippines,500000.01,769999.99,82000.0,445000.01,1562499.97,1345000.0,1085000.01
Palau,,,,,40000.0,,
"Moldova, Republic of",,105000.0,259999.99,257500.0,222500.0,62500.0,212500.0
Belize,,40000.0,,,,,
Nicaragua,1620000.03,5856000.04,7142000.01,12894999.98,12230000.02,10269999.86,3364999.92
Azerbaijan,170000.0,,80000.0,80000.0,70000.0,47500.0,130000.0
Equatorial Guinea,226000.0,,,,,,0.0
India,1105999.99,3017999.98,2219999.98,3282500.03,2694999.93,1890000.05,1230000.0
Comoros,193333.33,,,,147500.0,,
Sierra Leone,72000.0,160000.0,200000.0,220000.0,247500.0,10000.0,
Algeria,,80000.0,93333.33,20000.0,0.0,96666.67,123333.33
Sri Lanka,160000.0,103333.33,389999.99,720000.02,295000.0,237500.0,272500.0
Ecuador,310000.0,485000.01,1501999.99,1835000.02,190000.0,150000.0,120000.0
Kazakhstan,257500.0,85000.0,325000.01,76666.67,50000.0,56666.67,47500.0
Mauritania,40000.0,,100000.0,,60000.0,55000.0,0.0
Paraguay,107500.0,,60000.0,120000.0,135000.0,115000.0,130000.0
Lesotho,,,,310000.0,270000.0,220000.0,
Estonia,,10000.0,,,,,
Egypt,100000.0,,126666.66,110000.0,142500.0,117500.0,82500.0
Kenya,42000.0,200000.0,346000.01,730000.0,477500.01,397500.0,395000.0
Israel,,,,,,,
Bulgaria,,117500.0,60000.0,,,,
Russian Federation,480000.0,414000.0,756666.66,,,,
Djibouti,827499.98,,310000.0,,,230000.0,
Poland,65000.0,202000.0,176666.66,,,,
Burundi,1552000.0,1672499.98,350000.0,1382499.99,979999.99,695000.01,347500.0
Mexico,76000.0,56666.67,163333.34,70000.0,0.0,15000.0,10000.0
"Iran, Islamic Republic of",80000.0,280000.0,674999.98,,,289999.99,10000.0
