Country,1980-1984,1985-1989,1990-1994,1995-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019,2020-2023
Pakistan,42.21,44.22,43.8,45.5,53.7,54.31,53.51,51.93,53.14,52.14
Sierra Leone,43.75,38.87,23.44,13.93,32.63,34.72,34.57,31.14,32.48,29.21
Romania,,,31.03,42.06,46.33,47.67,45.83,50.87,56.86,59.78
Macao,,,82.53,80.21,83.15,81.37,91.08,94.45,93.55,90.15
Dominican Republic,43.63,53.62,48.03,50.09,53.76,55.36,58.83,59.16,59.05,55.57
Bahrain,36.5,,,,,53.14,51.73,53.24,56.87,51.99
Cuba,,,,65.57,68.54,72.53,72.56,72.27,70.87,74.36
Singapore,60.59,62.5,62.66,62.42,63.15,64.52,68.31,70.07,70.31,71.67
Yemen,,,36.89,36.6,35.44,33.94,33.18,39.74,43.31,
Lao People's Democratic Republic,,44.39,41.17,44.28,42.01,41.82,43.79,42.74,41.78,41.04
Finland,48.21,50.83,55.16,54.19,54.34,55.33,58.52,60.67,60.04,60.11
Cabo Verde,68.83,65.45,58.31,60.88,69.18,70.9,66.97,67.85,69.04,68.64
Sao Tome and Principe,,,,,70.57,73.62,66.84,72.06,81.57,76.53
Viet Nam,,32.22,39.61,42.1,38.46,41.52,41.37,40.69,42.52,41.74
"Moldova, Republic of",,,,40.35,46.93,52.23,56.15,53.02,53.88,57.05
Ireland,,,,55.63,53.72,57.13,64.51,62.92,55.91,55.06
Morocco,47.46,46.17,45.62,45.29,45.5,47.04,47.31,50.93,53.26,53.36
