Country,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2015,2016-2021
Malta,67.07,67.07,67.7,67.99,68.41,65.34,62.27
Spain,52.21,60.34,60.34,60.34,60.34,63.36,64.36
Australia,76.39,76.39,74.64,71.53,72.33,70.68,68.19
Barbados,52.61,52.99,61.02,62.27,64.74,65.73,66.62
"Korea, Democratic People's Republic of",5.84,5.84,1.87,1.21,1.21,1.21,1.01
Burundi,36.08,36.08,47.91,49.81,49.76,50.11,43.47
Cameroon,28.37,33.26,52.43,59.72,61.6,61.6,59.75
China,10.77,22.27,24.98,32.2,39.11,32.38,25.65
Namibia,,,59.67,59.67,59.67,60.65,62.63
Burkina Faso,50.28,48.65,56.37,61.8,62.57,72.55,81.29
Denmark,93.66,93.66,93.66,93.66,93.66,93.66,94.32
Estonia,,,54.74,53.1,57.91,59.42,65.36
Chile,18.75,19.78,50.12,60.34,60.34,59.85,62.26
North Macedonia,,,43.05,43.69,44.55,46.76,49.83
Germany,77.29,77.29,79.3,79.79,77.29,77.29,77.29
Netherlands,76.39,69.11,67.39,67.18,66.56,66.9,70.41
Gabon,40.48,40.48,58.38,65.01,67.96,78.41,74.58
Bulgaria,14.67,14.67,50.35,55.43,54.74,57.54,55.74
Rwanda,29.18,30.79,40.6,38.22,40.94,48.62,44.12
South Sudan,,,,,,44.55,40.06
Ireland,75.41,76.15,80.66,81.71,81.71,83.03,84.87
Djibouti,33.89,36.57,41.13,44.55,44.55,44.55,44.55
Italy,75.65,75.65,80.1,81.46,82.02,80.53,78.73
South Africa,43.6,48.07,64.7,68.14,66.2,67.03,65.16
Guinea,20.26,29.24,47.16,48.59,49.01,63.49,61.84
Singapore,48.8,48.8,48.8,49.21,49.76,53.86,53.86
Czechia,20.27,21.03,58.77,59.81,57.77,60.8,64.13
