Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2016,2017-2017,2018-2018,2019-2019
Canada,11.2,10.9,10.3,9.85,9.45,8.95,8.7,8.55,8.6,8.3,8.1,8.0
Poland,16.05,14.95,14.5,14.25,13.85,13.25,13.1,12.75,12.2,12.1,11.7,11.5
"Congo, The Democratic Republic of the",25.0,25.15,25.5,25.2,25.05,24.5,23.55,22.75,22.1,21.9,22.2,22.2
Mauritius,22.55,22.85,22.5,21.3,19.9,18.8,18.5,18.05,17.8,17.7,17.7,18.1
Dominican Republic,11.95,13.1,13.7,14.5,14.7,14.6,15.6,17.15,17.5,17.1,16.6,16.2
Kyrgyzstan,24.75,24.8,24.4,24.35,22.35,20.4,19.1,18.15,16.8,16.3,15.7,15.0
Bahrain,30.35,28.15,25.15,21.2,18.55,17.85,17.5,17.0,16.4,15.9,15.6,15.4
Japan,7.4,7.05,6.95,6.55,6.35,6.25,6.0,5.85,5.9,5.8,5.7,5.7
Burkina Faso,24.25,24.1,23.95,23.75,23.25,22.85,22.8,22.7,22.6,22.4,22.3,22.1
Côte d'Ivoire,22.8,22.5,22.05,22.85,22.5,22.8,22.0,21.1,20.4,19.9,19.7,19.5
Congo,33.65,31.05,30.8,30.15,29.35,28.35,27.6,26.05,24.7,24.0,23.3,22.3
Syrian Arab Republic,22.7,21.0,19.75,18.6,18.1,17.85,18.05,18.25,18.2,18.4,18.4,18.3
Norway,10.95,10.55,9.95,9.55,9.3,8.9,8.65,7.95,7.9,7.7,7.5,7.4
Rwanda,31.25,27.65,24.5,22.75,21.4,20.3,19.6,19.25,19.0,18.8,18.8,18.7
Sao Tome and Principe,23.1,21.35,20.75,21.9,21.8,21.25,21.15,20.95,20.6,20.7,20.5,20.4
Nepal,19.0,18.5,18.3,18.55,18.95,19.3,19.5,19.5,19.4,19.4,19.4,19.3
Malawi,28.05,26.25,25.0,24.8,24.55,23.7,21.75,21.0,20.7,20.7,20.4,20.0
Bulgaria,19.9,19.3,18.65,18.1,17.15,16.8,15.8,16.3,16.3,16.4,16.4,16.4
Mozambique,23.2,22.4,22.3,22.25,23.4,24.6,25.3,24.3,23.9,23.8,23.9,23.9
Sri Lanka,13.9,12.9,13.5,12.25,12.4,11.85,11.0,10.55,10.2,9.9,9.6,9.4
Viet Nam,14.7,14.5,14.5,14.6,14.7,14.55,14.45,14.25,14.1,14.0,13.9,13.7
"Micronesia, Federated States of",38.45,38.1,38.4,38.45,38.55,38.7,38.9,39.3,39.4,39.5,39.8,39.9
Argentina,14.45,14.3,13.75,13.5,13.25,13.2,12.95,12.45,12.9,12.4,12.2,12.1
Chad,22.6,23.0,22.8,23.05,23.3,23.7,23.75,23.35,23.1,23.2,23.0,22.6
Equatorial Guinea,24.85,23.2,23.05,23.45,24.0,24.1,22.9,23.25,23.8,22.7,22.5,22.8
Saint Vincent and the Grenadines,22.75,21.3,19.85,18.9,17.3,18.2,19.05,19.4,19.2,19.3,18.4,18.4
Slovenia,12.15,11.4,10.8,9.8,9.35,8.95,9.0,8.75,8.2,8.8,8.6,8.0
Ukraine,23.6,23.25,23.6,22.6,21.35,19.35,18.2,17.4,16.6,16.0,16.4,16.0
