Country,1970-1973,1974-1977,1978-1981,1982-1985,1986-1989,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2012,2013-2015
Saudi Arabia,5.98,6.46,6.96,7.48,8.02,8.56,9.12,9.68,10.25,10.81,11.3,11.72
"Bolivia, Plurinational State of",5.44,5.88,6.34,6.8,7.28,7.76,8.24,8.74,9.27,9.81,10.29,10.71
North Macedonia,6.39,6.87,7.36,7.85,8.35,8.84,9.33,9.81,10.32,10.84,11.29,11.7
Malawi,2.94,3.21,3.5,3.81,4.14,4.47,4.82,5.19,5.58,6.0,6.38,6.73
Bulgaria,8.09,8.49,8.85,9.15,9.38,9.53,9.63,9.86,10.19,10.58,10.96,11.32
Hungary,8.1,8.57,9.01,9.42,9.79,10.13,10.45,10.85,11.3,11.78,12.22,12.6
Finland,6.97,7.46,7.95,8.44,8.94,9.44,9.93,10.44,10.97,11.5,11.98,12.39
Canada,10.1,10.69,11.22,11.67,12.05,12.34,12.58,12.84,13.14,13.51,13.87,14.19
Ukraine,7.06,7.54,8.04,8.54,9.06,9.59,10.16,10.78,11.41,12.05,12.6,13.05
Netherlands,8.57,9.06,9.55,10.01,10.45,10.86,11.22,11.62,12.06,12.52,12.94,13.3
Togo,2.99,3.3,3.62,3.97,4.36,4.77,5.21,5.69,6.2,6.71,7.17,7.58
Brunei Darussalam,9.7,10.26,10.81,11.36,11.9,12.44,12.95,13.45,13.93,14.39,14.78,15.09
Benin,2.35,2.6,2.87,3.17,3.5,3.85,4.25,4.68,5.14,5.62,6.05,6.42
Barbados,5.46,5.92,6.39,6.89,7.4,7.93,8.46,9.01,9.56,10.12,10.61,11.03
Azerbaijan,6.94,7.44,7.95,8.46,8.96,9.46,9.93,10.38,10.85,11.33,11.77,12.15
Myanmar,3.18,3.49,3.82,4.17,4.54,4.94,5.36,5.82,6.3,6.8,7.25,7.65
Ghana,3.84,4.21,4.6,5.02,5.44,5.87,6.29,6.72,7.16,7.62,8.05,8.43
Senegal,1.95,2.15,2.37,2.61,2.87,3.15,3.45,3.77,4.12,4.49,4.83,5.15
Lesotho,3.4,3.74,4.1,4.49,4.91,5.35,5.82,6.32,6.84,7.36,7.83,8.25
Sudan,4.04,4.38,4.74,5.1,5.45,5.78,6.07,6.34,6.65,7.01,7.35,7.68
Suriname,4.15,4.52,4.92,5.34,5.79,6.26,6.75,7.26,7.8,8.34,8.83,9.25
Morocco,2.88,3.16,3.48,3.81,4.16,4.54,4.94,5.38,5.83,6.31,6.75,7.13
"Korea, Democratic People's Republic of",7.42,7.95,8.49,9.04,9.6,10.16,10.72,11.27,11.82,12.35,12.81,13.19
Uruguay,6.37,6.79,7.2,7.58,7.92,8.21,8.46,8.76,9.13,9.54,9.94,10.31
Iraq,3.6,3.95,4.32,4.72,5.16,5.6,6.06,6.53,7.03,7.54,8.01,8.43
China,5.72,6.17,6.64,7.12,7.61,8.11,8.62,9.12,9.64,10.17,10.64,11.05
Congo,4.41,4.79,5.18,5.56,5.94,6.32,6.69,7.09,7.53,7.99,8.44,8.83
Croatia,5.27,5.69,6.12,6.57,7.03,7.49,7.95,8.43,8.94,9.46,9.94,10.36
Mali,1.31,1.45,1.6,1.76,1.95,2.14,2.35,2.6,2.86,3.15,3.43,3.67
Denmark,7.75,8.26,8.76,9.26,9.74,10.2,10.63,11.06,11.52,12.0,12.44,12.82
