Country,1987-1991,1992-1996,1997-2000,2001-2004,2005-2008,2009-2012,2013-2016,2017-2020
Ghana,3.19,3.69,4.13,4.58,5.05,5.53,6.09,6.31
Dominican Republic,,,26.96,28.59,33.01,39.09,39.55,39.55
Belize,0.33,0.62,1.1,1.26,1.26,1.26,1.26,1.26
Afghanistan,67.63,60.48,55.11,54.76,54.76,54.76,54.76,54.76
Botswana,1.08,1.39,1.87,2.04,2.05,2.05,2.01,2.14
Puerto Rico,17.87,18.33,18.92,20.71,22.41,22.21,20.01,19.54
Chile,,5.7,6.94,8.03,8.91,8.98,8.98,8.98
Jordan,89.73,98.7,87.17,82.59,100.87,94.17,100.86,102.82
Syrian Arab Republic,95.05,117.41,131.61,134.62,125.96,124.96,124.36,124.36
Benin,0.97,1.11,1.04,0.98,0.98,0.98,0.98,0.98
Viet Nam,11.17,13.21,15.23,17.02,18.13,18.13,18.13,18.13
Türkiye,,24.47,27.66,29.56,30.58,35.53,40.21,45.11
Mozambique,0.74,0.85,0.99,1.16,1.36,1.55,1.72,1.75
Gabon,0.25,0.33,0.41,0.47,0.5,0.5,0.5,0.5
Djibouti,3.64,4.86,5.96,6.33,6.33,6.33,6.33,6.33
Mali,2.94,5.03,6.85,7.89,8.0,8.0,8.0,8.0
China,36.31,38.57,39.84,40.35,41.39,43.16,43.67,43.09
Mauritania,15.92,15.82,15.74,14.14,13.25,13.25,13.25,13.25
Egypt,97.55,103.83,113.26,111.52,123.73,132.0,116.23,141.17
