Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Haiti,16.99,17.68,17.08,23.44,31.93,39.1,36.52,33.97,34.48,36.5,37.11
Belize,18.86,23.93,26.33,20.25,21.55,17.58,16.9,17.38,16.27,20.02,18.43
Bhutan,4.28,4.36,4.35,5.39,7.36,10.9,10.04,8.47,11.73,16.25,26.48
Oman,13.24,13.69,13.48,13.52,14.81,13.87,14.0,15.08,13.52,10.12,7.7
Portugal,10.12,15.92,10.94,9.22,14.59,16.64,24.44,36.92,27.92,20.37,20.89
Cyprus,5.62,5.36,7.27,8.11,10.81,9.33,16.8,33.67,28.75,18.59,17.74
Saudi Arabia,30.34,27.36,22.45,24.75,32.73,31.54,29.59,29.31,28.25,27.28,17.34
Netherlands,9.9,11.64,8.65,4.74,8.83,9.33,10.43,12.54,10.31,7.68,8.81
Serbia,29.69,29.6,30.73,29.52,41.38,42.25,46.34,49.41,36.68,27.91,24.68
Ghana,7.08,10.08,13.37,15.1,11.69,9.85,10.26,6.96,10.38,6.05,5.65
Finland,23.41,37.66,33.12,29.0,25.76,17.12,20.87,19.71,20.81,18.42,15.7
Sri Lanka,36.08,34.14,28.11,25.97,28.04,20.87,18.92,17.88,18.91,22.07,24.6
Pakistan,0.96,0.97,0.97,0.96,0.94,0.92,1.36,5.86,6.11,9.33,10.12
Cuba,15.43,15.1,12.94,8.71,4.25,3.85,5.74,7.72,5.08,3.48,3.07
Fiji,10.58,10.64,10.92,11.14,10.82,10.94,12.99,14.13,14.9,15.98,15.86
Saint Vincent and the Grenadines,36.23,37.62,38.83,40.52,39.45,39.08,41.18,41.35,41.37,43.66,43.69
Russian Federation,13.2,18.11,24.84,18.06,16.75,14.99,17.07,14.37,16.46,16.35,14.41
