Country,1960-1967,1968-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2022
Vanuatu,,,2604.34,2549.55,2651.87,2553.06,2726.54,2708.36
Ukraine,,,,3131.03,1657.33,1941.88,2372.04,2290.13
"Moldova, Republic of",,,,,1414.05,1722.91,2440.44,3309.26
United States,21452.97,26496.02,30764.65,37080.97,42867.08,51114.6,54211.38,59839.44
"Korea, Republic of",1210.06,2255.58,4116.99,7722.57,13414.03,20022.35,26300.56,31481.35
Finland,13164.51,18214.8,22972.46,28799.57,31093.33,41300.54,43624.52,45577.91
Guinea-Bissau,,621.72,565.87,623.83,664.96,549.35,572.78,618.52
Andorra,,42302.38,35044.2,30259.48,29870.58,38043.34,39799.7,38342.9
"Micronesia, Federated States of",,,,2443.95,2688.55,2858.27,2897.22,2893.69
Sudan,1340.74,1234.04,1374.58,1271.33,1615.84,2127.99,2264.23,1952.99
Belize,1677.42,2147.24,2913.04,3503.08,5010.83,6128.4,5947.85,5739.38
Indonesia,588.09,718.26,1022.28,1338.91,1848.35,2073.13,2893.97,3775.04
Dominican Republic,1437.74,1964.81,2673.76,2850.74,3475.42,4510.28,5952.63,7926.6
Kazakhstan,,,,5494.01,4074.94,6388.82,9583.28,11036.35
Mozambique,,,233.64,197.48,239.97,369.79,526.96,600.01
gbm,,,,23988.16,33744.11,55090.8,75901.88,92171.89
Jordan,,,4039.13,3971.84,3496.53,4097.64,4674.62,3894.05
Congo,1226.82,1467.55,1999.03,2516.02,2135.09,2100.31,2351.11,1885.16
French Polynesia,22185.42,23155.43,25483.24,25281.42,22119.48,21005.96,18756.86,19045.88
Cayman Islands,,,,,,96228.27,80417.67,79430.99
