Country,1978-1986,1987-1995,1996-2004,2005-2013,2014-2022
Germany,4729162896.0,7354683583.61,10148510391.51,15158721914.56,18020086681.83
Brunei Darussalam,,,179994355.14,415300823.37,10336932.2
Ireland,80708441.41,164424400.33,384820075.98,1929112106.53,968396852.9
Norway,123173690.79,366473581.62,1026445445.18,4079598052.66,4456035178.12
Guatemala,6599999.96,11300000.02,42577450.06,28461526.67,20617216.67
Somalia,2609496.68,,,,
Romania,,3500000.0,5333333.33,129755799.45,540678087.24
Malawi,151948.59,268227.59,2243451.34,12796348.95,55703844.25
Colombia,45826268.51,74627160.9,149657378.48,147555894.09,337029601.09
Indonesia,,,913221515.58,2494854634.78,5123221016.08
Japan,251428571.43,1529516454.8,2485764566.96,3601999479.88,5604900732.02
Antigua and Barbuda,11148148.54,8395061.81,1491122.63,46864466.32,52122587.65
Viet Nam,,,,,46000000.0
Barbados,705555.56,8238888.9,19199722.22,46266129.14,54354019.87
Cameroon,95244940.22,104854525.24,40051616.05,77517872.61,74676533.67
Nauru,,,,6053772.0,17786224.84
Jamaica,38833333.33,24100000.21,185010445.68,330247441.14,313853927.84
Libya,1171349029.58,390253672.42,496383252.98,1375077777.78,880750000.0
Ethiopia,590445.51,548610.71,9297810.87,22745652.44,16731469.3
Hungary,,125795057.97,262891478.25,889585316.84,1074580446.22
Lithuania,,550274.42,69140527.66,683186117.14,575766250.32
United States,4448888888.89,14504955555.56,34234944444.44,51861444444.44,67204777777.78
Macao,,,107104052.36,768658253.98,2046515541.04
Fiji,10340526.22,21894411.62,20480326.68,9295774.31,12050279.76
Kiribati,2058185.56,1319247.99,,820144.13,1095174.61
Zambia,55911112.04,20400000.3,44700000.0,94475031.32,101776231.75
Comoros,3977443.5,5796282.01,263792.24,629170.99,2529802.38
Mexico,12333333.33,,,83198262.67,705994369.89
Qatar,,,,10712879141.59,11672130647.13
Central African Republic,16636445.05,32783267.87,,,
