Country,1950-1962,1963-1975,1976-1988,1989-2001,2002-2014,2015-2027,2028-2040,2041-2052,2053-2064,2065-2076,2077-2088,2089-2100
Serbia,8.79,7.35,6.69,5.71,4.57,4.45,4.21,3.92,4.05,3.89,3.87,3.9
India,12.6,13.38,12.85,12.13,10.49,8.49,7.07,6.23,5.51,5.14,4.81,4.62
Monaco,4.3,4.07,3.72,4.07,4.18,4.18,4.7,5.07,5.21,5.14,4.98,4.77
Albania,12.5,13.84,11.41,10.32,7.13,5.27,4.61,3.92,3.56,3.37,3.06,2.95
Somalia,13.61,14.17,14.15,14.65,15.51,15.33,14.36,12.81,11.19,9.69,8.5,7.59
Thailand,13.56,14.57,12.16,8.75,6.36,5.0,3.96,3.63,3.44,3.37,3.42,3.42
Malta,11.56,8.67,7.45,6.95,4.94,4.45,4.28,3.41,3.64,3.66,3.47,3.84
Nigeria,12.91,13.31,14.21,14.12,14.24,14.24,13.05,11.54,9.97,8.75,7.77,7.05
Zimbabwe,14.56,15.59,15.76,14.78,13.39,12.96,11.11,10.01,8.79,7.86,7.18,6.58
Iraq,12.66,13.4,14.98,14.11,13.45,12.5,10.61,9.6,8.52,7.66,6.93,6.33
Croatia,8.3,7.39,6.54,5.77,4.85,4.49,4.06,3.91,3.94,3.82,3.83,3.86
Japan,10.58,7.51,7.32,4.99,4.26,3.75,3.37,3.54,3.41,3.46,3.62,3.56
Uruguay,9.01,9.05,8.66,7.87,7.2,6.19,4.89,4.66,4.19,3.96,3.9,3.79
Martinique,13.77,14.28,9.61,8.03,6.42,4.89,4.54,4.72,4.29,4.56,4.35,3.97
Tajikistan,10.56,14.61,13.53,14.72,12.14,12.0,10.1,9.44,8.2,7.48,6.66,6.08
Fiji,15.43,15.46,12.89,12.3,10.39,9.6,8.09,7.43,6.72,6.13,5.76,5.39
Equatorial Guinea,11.92,12.65,13.07,13.8,12.76,13.66,11.52,9.99,8.7,7.68,6.9,6.37
Oman,12.86,14.08,15.23,15.9,11.24,11.36,8.47,7.28,6.97,5.91,5.7,5.43
"Moldova, Republic of",9.57,9.85,8.23,8.09,5.45,6.14,5.6,5.07,5.36,4.88,4.91,4.9
Switzerland,7.73,7.61,5.93,5.57,4.91,4.85,4.53,4.26,4.37,4.28,4.3,4.33
Ecuador,13.73,14.46,13.63,12.21,10.48,8.59,7.02,6.05,5.38,4.94,4.64,4.45
Djibouti,14.38,14.04,14.54,13.67,12.14,10.07,8.84,7.79,6.94,6.46,5.96,5.64
"Bonaire, Sint Eustatius and Saba",11.08,12.83,10.09,9.33,7.06,5.78,4.82,4.66,4.67,4.49,4.57,4.49
Mexico,14.58,15.38,14.32,11.84,9.91,8.07,6.28,5.55,4.85,4.49,4.24,4.05
Slovakia,9.91,9.04,8.49,7.27,4.93,5.06,4.55,4.15,4.31,4.13,4.2,4.25
"Micronesia, Federated States of",13.88,15.19,15.2,13.95,12.05,9.96,8.87,7.71,6.63,6.07,5.36,4.96
