Country,1999-2003,2004-2008,2009-2013,2014-2017,2018-2021
Somalia,,,,,
Norway,1079.8,764.2,413.2,1241.0,1889.0
El Salvador,37756.25,,,20877.67,
Liberia,126618.0,182927.0,202826.0,76344.33,121134.0
Ghana,615645.4,402100.25,275532.0,322038.5,284613.75
Benin,,144771.5,82945.0,,113832.0
Romania,9026.25,26361.0,14866.75,56524.67,47500.75
Brunei Darussalam,,,,,528.0
"Tanzania, United Republic of",1171526.6,284709.75,533609.0,814776.25,863834.25
Angola,,332147.0,411743.0,,
Cyprus,424.5,244.25,379.5,388.25,229.0
Hungary,3875.33,1457.67,4046.6,8686.5,7993.25
Armenia,12916.5,6403.0,3836.0,1750.0,5063.67
Guatemala,169821.5,72741.2,62046.33,119957.25,105050.75
Saint Vincent and the Grenadines,441.33,393.67,,,
France,66200.25,38365.0,9866.4,11054.0,
Solomon Islands,,9117.33,,,1783.0
Seychelles,330.0,397.5,,63.0,116.5
Ecuador,25520.4,9412.0,,,9708.5
Burkina Faso,700884.6,628162.0,527793.0,491255.0,490025.0
Montenegro,1147.0,1258.5,677.0,728.0,260.5
Georgia,,,,,
Fiji,3699.2,4623.5,5991.75,3782.67,
Uruguay,,4463.25,2468.2,3773.0,
"Moldova, Republic of",5602.25,5438.6,6151.8,,
Niger,701391.8,744548.8,691366.2,645047.0,833448.67
North Macedonia,3421.0,5407.8,6485.5,2706.67,4061.75
