Country,1950-1962,1963-1975,1976-1988,1989-2001,2002-2014,2015-2027,2028-2040,2041-2052,2053-2064,2065-2076,2077-2088,2089-2100
Monaco,22.77,26.36,25.59,25.08,31.24,41.74,38.51,32.38,29.51,29.92,31.87,33.72
Latvia,11.74,12.97,12.03,14.4,18.26,22.44,26.71,30.39,31.78,32.3,35.42,36.17
Fiji,6.23,4.04,4.27,4.56,6.01,8.55,10.55,12.85,14.93,17.27,20.5,23.19
Serbia,7.63,10.92,11.83,16.9,21.2,23.22,26.87,32.96,36.39,37.34,39.25,41.09
Indonesia,3.59,4.89,5.54,6.65,7.69,9.71,13.89,17.84,20.52,23.39,26.32,28.68
nld_curacao,5.4,6.46,7.81,10.64,15.1,17.86,19.66,20.97,27.74,32.72,33.87,34.84
"Saint Helena, Ascension and Tristan da Cunha",10.41,12.15,10.97,11.41,24.26,36.81,42.45,33.68,28.79,28.67,34.47,35.93
Kyrgyzstan,10.07,6.37,4.97,6.2,5.4,6.45,8.3,10.32,13.56,15.72,20.09,23.3
Philippines,4.05,4.24,4.89,5.0,5.68,7.58,10.46,13.35,16.55,19.97,23.25,26.52
Côte d'Ivoire,3.75,4.12,4.12,4.25,4.0,3.9,4.91,6.28,7.55,9.62,11.61,13.6
Martinique,6.04,6.67,9.52,11.72,17.85,27.8,34.18,31.19,30.36,34.68,37.79,40.19
Uzbekistan,9.17,6.9,4.64,5.52,5.64,7.32,10.02,13.24,16.42,17.63,21.6,24.89
Lao People's Democratic Republic,4.33,4.68,4.85,4.73,5.39,6.65,8.96,12.76,17.57,21.58,25.28,28.49
Tuvalu,6.24,7.61,6.47,7.68,7.02,8.97,9.92,9.57,11.01,12.11,14.72,17.27
New Zealand,11.71,11.06,12.39,13.94,16.65,20.85,25.16,27.93,31.65,34.28,36.2,37.5
Saint Pierre and Miquelon,6.52,7.98,9.24,11.55,16.76,22.62,31.1,34.89,32.9,34.3,37.08,36.84
Mayotte,9.19,5.74,3.99,2.95,3.77,4.8,6.69,8.27,9.08,11.59,16.18,20.08
Mali,4.7,5.09,5.65,5.1,4.22,3.53,3.7,4.78,5.79,7.76,10.56,13.64
Wallis and Futuna,3.73,5.3,6.91,7.07,11.57,18.86,26.0,27.77,24.15,27.71,33.37,36.78
Saint Martin (French part),5.26,5.27,4.11,4.51,8.37,16.6,26.12,28.17,25.84,27.44,31.28,33.5
French Polynesia,4.73,4.34,4.04,5.21,8.88,14.63,22.53,28.43,32.8,36.79,39.7,41.32
Liberia,4.8,5.13,4.77,5.06,5.04,4.68,5.47,6.92,8.36,11.44,14.32,16.77
Cyprus,8.84,11.13,12.04,12.07,14.25,18.64,23.69,31.79,37.64,38.22,38.33,38.08
"Virgin Islands, U.S.",8.77,6.15,7.03,10.49,18.41,24.8,27.63,27.5,25.84,27.68,34.19,39.01
Jamaica,5.62,7.96,8.42,7.64,7.78,10.55,15.78,23.04,32.43,38.65,41.95,45.92
South Sudan,5.08,4.03,3.91,3.61,3.53,4.12,5.64,6.43,6.83,11.28,14.64,16.39
Sudan,4.52,3.97,3.89,3.83,3.96,4.88,5.25,7.22,9.14,10.83,13.25,15.54
Myanmar,5.1,5.55,5.96,6.41,6.9,9.32,12.87,16.36,19.2,21.65,23.99,26.32
Niue,6.66,6.32,8.58,11.87,15.17,18.86,20.64,19.72,15.51,16.65,21.96,25.23
"Bolivia, Plurinational State of",7.28,5.65,5.23,6.07,6.66,6.93,8.65,11.61,15.32,18.65,21.6,24.46
