Country,1990-1995,1996-2001,2002-2007,2008-2013,2014-2018,2019-2023
Eswatini,0.4,0.36,0.43,0.5,0.43,0.38
Bahrain,0.33,0.3,0.38,0.46,0.5,0.48
Saint Vincent and the Grenadines,0.51,0.53,0.55,0.61,0.58,0.54
Philippines,0.35,0.34,0.3,0.4,0.4,0.37
Bangladesh,0.36,0.33,0.28,0.31,0.35,0.33
Sao Tome and Principe,0.56,0.35,0.33,0.41,0.44,0.42
Tuvalu,0.62,0.63,0.8,1.04,0.98,0.99
Guinea,0.72,0.54,0.38,0.41,0.35,0.34
Mauritania,0.43,0.32,0.34,0.5,0.36,0.32
Kyrgyzstan,0.25,0.19,0.2,0.31,0.26,0.26
Tajikistan,0.2,0.18,0.2,0.33,0.3,0.23
Ukraine,0.21,0.2,0.25,0.38,0.23,0.27
Uganda,0.43,0.41,0.34,0.39,0.37,0.33
Malta,0.72,0.62,0.69,0.78,0.69,0.62
Dominican Republic,0.39,0.44,0.42,0.49,0.45,0.4
Jordan,0.27,0.28,0.28,0.4,0.45,0.44
