Country,1990-1996,1997-2003,2004-2010,2011-2017,2018-2023
New Zealand,1.52,1.51,1.58,1.6,1.56
Croatia,0.25,0.57,0.6,0.54,0.5
Oman,,0.18,0.18,0.21,0.2
Panama,0.58,0.53,0.51,0.52,0.54
Bhutan,8.97,12.58,14.38,18.81,20.77
Afghanistan,,,13.92,16.66,15.68
Bulgaria,0.01,0.63,0.78,0.77,0.76
Chad,194.84,247.5,243.52,259.4,221.09
Northern Mariana Islands,,,,1.01,0.96
Iceland,79.49,90.93,115.82,151.02,156.18
Japan,202.7,176.46,134.25,112.06,110.64
Iraq,30.04,120.33,390.92,532.34,550.23
Philippines,11.1,14.78,17.02,19.21,20.61
Peru,0.86,1.55,1.54,1.72,1.92
Antigua and Barbuda,,2.27,2.18,2.35,2.23
Nauru,,,1.24,1.24,1.16
Zambia,0.14,0.8,1.98,3.29,5.65
Netherlands,0.91,0.91,0.89,0.88,0.81
Switzerland,1.98,1.86,1.68,1.44,1.25
"Virgin Islands, U.S.",,,,1.14,1.01
Faroe Islands,,,,6.96,6.53
Algeria,16.12,28.16,29.17,34.64,39.32
Lao People's Democratic Republic,229.02,1534.35,2765.24,3177.59,3553.63
Guam,,,,1.09,1.12
Senegal,232.86,258.59,246.58,241.23,231.35
