Country,1960-1970,1971-1981,1982-1992,1993-2003,2004-2013,2014-2023
Kenya,0.86,0.83,0.94,1.07,0.95,1.1
"Korea, Democratic People's Republic of",1.7,1.66,2.34,3.44,4.39,3.81
Côte d'Ivoire,1.17,1.11,1.1,1.04,0.89,0.96
Central African Republic,1.92,1.74,1.1,0.84,0.84,1.16
Zimbabwe,1.48,1.43,1.32,1.27,1.21,1.51
Ukraine,3.83,5.21,4.78,5.74,5.66,6.36
South Sudan,1.34,1.31,1.34,1.31,1.23,1.33
Benin,2.42,1.98,1.67,1.47,1.47,1.35
Lesotho,2.1,1.87,1.88,1.92,1.79,1.98
Northern Mariana Islands,1.33,1.28,0.74,0.66,1.19,4.02
Grenada,2.3,2.68,2.51,3.01,2.82,3.15
Comoros,1.64,1.8,1.6,1.36,1.56,1.7
Hungary,4.59,5.28,4.78,5.49,5.62,6.82
Uruguay,3.25,3.73,4.0,4.4,4.25,4.48
Cambodia,1.43,1.54,1.52,1.48,1.7,2.56
Papua New Guinea,0.33,0.42,0.86,1.1,1.17,1.31
Azerbaijan,2.19,2.2,2.02,2.71,2.21,2.94
Honduras,1.52,1.37,1.31,1.29,1.27,1.75
"Tanzania, United Republic of",1.22,1.34,1.32,1.2,1.21,1.34
Djibouti,1.25,1.31,1.39,1.48,1.65,1.91
India,1.64,1.74,1.76,1.92,2.09,2.68
Bulgaria,3.61,4.46,4.67,5.73,5.97,7.19
Gambia,1.39,1.39,1.38,1.33,1.14,0.97
Kazakhstan,2.2,2.97,2.52,3.08,3.09,3.69
Syrian Arab Republic,1.62,1.33,1.2,1.36,1.35,1.95
