Country,1971-1977,1979-1982,1983-1986,1987-1994,1995-2000,2001-2004,2005-2008,2009-2012,2013-2015,2016-2018,2019-2021
Lithuania,,25.72,41.31,30.61,44.41,80.9,100.6,102.18,85.05,84.08,85.05
United Kingdom,11.46,13.84,19.45,34.43,57.98,67.38,67.8,67.95,65.28,70.09,82.61
Spain,8.76,19.45,25.34,40.08,55.35,70.2,76.21,86.0,95.48,100.08,102.75
Croatia,,,,24.53,27.79,43.99,54.97,66.42,77.01,78.59,83.41
Palau,,,,,68.67,51.13,,,84.51,,
Syrian Arab Republic,4.18,9.42,11.53,12.85,12.17,12.55,19.49,25.38,45.26,50.6,
Bhutan,,0.43,0.26,,2.05,,4.13,5.79,9.29,14.92,17.6
Malawi,,0.22,0.18,0.26,0.25,0.26,0.3,0.61,0.82,1.27,1.88
Bermuda,,11.61,,,,,43.13,51.74,46.62,27.22,
Azerbaijan,,,,,,,19.56,19.71,24.95,28.95,38.15
Burkina Faso,0.03,0.12,0.25,0.43,0.48,0.69,1.56,2.44,3.18,4.07,5.76
Gambia,,,,,0.69,0.38,,1.99,,,
Libya,1.66,3.63,4.37,15.5,54.63,62.22,,,,,
Slovakia,,,,15.98,23.75,36.25,56.62,69.89,65.73,59.51,59.05
Nicaragua,3.43,9.05,8.67,7.64,10.22,18.21,,17.58,18.94,20.43,21.06
Burundi,0.02,0.2,0.31,0.4,0.57,0.92,1.28,2.05,2.67,3.12,5.5
"Tanzania, United Republic of",0.06,0.08,0.08,0.11,0.22,0.47,0.89,2.21,2.57,2.75,4.09
Congo,0.31,1.28,1.56,1.84,2.03,1.46,,4.94,8.42,9.82,
Bangladesh,0.58,1.04,1.98,1.7,3.54,3.96,5.27,10.18,11.95,15.15,19.98
Russian Federation,47.69,52.07,65.7,52.23,,75.21,85.34,89.92,91.87,90.98,71.33
Saint Lucia,2.63,2.71,2.57,4.98,25.65,21.71,18.49,20.22,21.78,24.8,22.49
"Virgin Islands, U.S.",,41.24,38.43,57.38,,,,,,,
Cabo Verde,,,,,1.64,3.9,10.07,20.53,25.19,24.9,
Australia,15.44,23.11,26.82,51.24,75.4,,,,141.46,130.39,131.4
Nigeria,,,1.85,2.0,5.22,7.91,8.58,8.21,,10.04,
Mexico,3.27,8.8,10.29,12.95,16.63,21.79,24.54,27.45,30.93,40.76,46.63
