Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Estonia,77.76,54.8,35.11,28.75,22.57,18.68,15.18,11.27,8.56,6.69,5.64,5.12
Guam,2.19,2.3,6.81,1.93,1.83,1.78,1.78,1.78,1.78,1.72,1.74,1.72
Tajikistan,1008.95,1493.64,765.46,572.85,547.59,506.53,474.86,463.34,431.86,401.08,362.54,343.11
Saint Kitts and Nevis,1.47,1.2,1.15,0.89,0.8,0.7,0.68,0.64,0.58,0.56,0.5,0.44
Belarus,358.06,318.75,280.71,260.77,220.54,188.21,170.69,152.7,134.19,119.78,109.3,93.83
"Taiwan, Province of China",732.04,596.97,522.74,409.83,257.09,181.46,157.5,129.54,127.32,115.92,110.02,100.26
Seychelles,1.2,1.09,1.09,1.01,1.19,1.16,1.13,1.11,1.04,0.93,0.85,0.78
Central African Republic,824.54,863.74,953.45,1042.68,1101.34,1200.73,1294.38,1297.94,1518.1,1505.7,1188.99,1039.37
Indonesia,23914.98,20332.0,17806.52,16066.18,18223.37,11091.02,9433.2,8097.37,7204.58,6487.88,5622.98,5346.19
Palau,1.17,1.08,1.05,0.93,0.82,0.72,0.64,0.58,0.52,0.45,0.4,0.34
Mozambique,2987.49,2674.77,2681.18,2656.95,2308.75,2456.25,2522.68,2181.54,2063.44,2030.78,1804.64,1916.04
Tunisia,845.41,681.08,541.38,469.64,397.75,322.54,280.22,259.64,220.66,196.96,165.49,139.18
United States,5117.38,4695.01,4179.98,4177.26,4207.44,4471.67,4272.02,3943.54,3784.82,3729.79,3676.76,3354.03
Belize,25.26,20.03,15.44,14.94,12.54,12.17,11.98,11.06,10.22,9.39,9.14,8.76
Marshall Islands,1.8,1.73,1.85,2.06,2.28,2.25,1.98,1.77,1.52,1.32,1.18,1.08
