Country,1960-1965,1970-1975,1980-1985,1990-1995,2000-2005,2010-2015
San Marino,7622.5,8014.5,8425.0,3484.5,4131.5,4558.0
Marshall Islands,891.0,1089.5,1332.0,1319.0,2154.0,3186.5
Burkina Faso,68962.0,97863.5,221871.5,392252.5,558505.5,689290.0
Honduras,48915.5,17529.5,57820.5,209932.5,28168.0,27679.0
El Salvador,34449.5,31748.5,28988.5,43448.5,33866.0,41184.5
Côte d'Ivoire,861565.0,1291612.0,1591344.0,1946410.0,2002479.5,2135292.0
Seychelles,1150.0,2720.0,3307.0,4434.5,7785.5,12105.5
Slovakia,,,,55309.0,123433.5,161754.5
Jordan,419655.0,603627.5,876562.0,1341723.0,2126629.5,2917504.5
Guyana,13744.5,10847.0,5734.0,5223.5,9739.0,14255.0
Ethiopia,388405.5,393332.0,493925.0,981147.0,562813.0,820334.5
Australia,1876406.0,2557987.5,3019962.0,4054271.5,4632140.0,6323321.5
"Tanzania, United Republic of",481634.0,556515.0,552390.5,840034.0,849513.0,284911.0
Slovenia,,,,176248.0,184147.0,244876.0
Cameroon,181693.0,208564.0,239409.0,256104.0,243560.0,335537.5
Zimbabwe,417963.5,491873.5,492254.0,529023.5,401367.0,398378.5
Belize,8226.0,10575.0,19766.0,31925.0,38956.0,50110.0
Somalia,11746.0,13544.5,1190094.5,248910.5,20378.5,24643.0
Kuwait,165606.0,563761.0,1103573.5,998172.5,1230483.5,2368836.5
Saint Vincent and the Grenadines,2442.5,2246.0,2524.5,4052.5,4351.0,4531.0
Canada,2893428.0,3384599.0,3855568.0,4599048.0,5795449.5,7423364.0
Bhutan,10459.5,14120.5,19062.5,25889.5,36208.0,49763.0
French Polynesia,4572.5,10223.0,20874.5,27095.0,31307.5,30849.0
Macao,84029.0,102633.5,136806.5,214988.0,260049.5,330604.5
American Samoa,3277.0,9045.5,15333.5,22190.5,24572.5,23385.5
United Kingdom,2101915.5,3046936.5,3446415.5,3902789.5,5328160.5,8073851.5
