Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016,2017-2023
Morocco,27714954.97,83734289.37,214544197.84,629582781.35,691737101.75,777686657.6
Solomon Islands,3073829.31,2790636.85,2910570.41,9972287.71,33106739.04,54080247.64
Comoros,1003337.22,2447802.91,3109133.95,3936589.99,4976825.78,9497441.67
Guyana,1592343.57,4940000.0,10607500.0,9598988.78,54189128.39,59435786.13
Kuwait,5074811925.04,7183535511.73,6189090691.17,8696889842.21,13771858860.53,32089917128.16
Tajikistan,,,,524092279.9,1850533166.23,2215889203.23
Lebanon,,,,1837514210.65,2014319423.26,1766649420.35
Iraq,,,,1961982500.0,1268337500.0,1038850000.0
Chile,267250000.0,331337500.0,955539822.52,2768977628.46,6257994964.5,10081165584.48
Kenya,41144809.17,19611021.04,69541557.7,86947090.46,244480681.85,121450737.26
Ukraine,,,132285714.29,1517250000.0,5981375000.0,12300571428.57
Bahamas,13712500.0,105337500.0,162050000.0,112766220.05,49352774.06,39309698.11
Cabo Verde,1889138.94,4940426.29,3810751.62,17570437.22,16024483.56,30075294.94
Papua New Guinea,49220474.25,85489865.73,26888814.84,46308285.94,37758664.43,81446153.46
Samoa,140829.59,4014072.5,4672503.58,7020644.85,10132315.5,12585473.63
Philippines,839500000.0,1494375000.0,4866125000.0,4890998077.26,8147773619.97,12685107942.34
Ethiopia,25827294.7,19543236.71,32066885.41,36792239.02,10157548.07,39713074.91
Bosnia and Herzegovina,,,774388797.88,788796267.99,627694661.65,713154509.84
Libya,748433089.89,629608271.09,532556310.08,2311262500.0,1945562500.0,1987160000.0
