Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2019
Lithuania,427552.0,449648.0,480130.0,514905.0,555470.0,599656.0
"Saint Helena, Ascension and Tristan da Cunha",0.0,0.0,0.0,0.0,0.0,0.0
South Sudan,,,,,187900.0,187900.0
hos,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,18700.0,20200.0,25100.0,35100.0,45100.0,55100.0
Sierra Leone,6914.0,7499.0,9196.0,12561.0,15928.0,19294.0
Barbados,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,50000.0,50000.0,83996.0,168986.0,236168.0,275268.0
Senegal,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0
Libya,217000.0,217000.0,217000.0,217000.0,217000.0,217000.0
Liechtenstein,280.0,480.0,600.0,600.0,600.0,600.0
Wallis and Futuna,234.0,319.0,404.0,489.0,576.0,630.0
"Korea, Republic of",1941816.0,2023381.0,2104946.0,2186511.0,2253798.0,2274120.0
Martinique,2470.0,2545.0,2608.0,2653.0,2688.0,2700.0
Guadeloupe,500.0,500.0,500.0,500.0,500.0,500.0
