Country,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016,2017-2022
South Africa,,23.0,33.5,62.67,72.0,78.5,89.33
"Congo, The Democratic Republic of the",33.0,44.17,43.83,52.5,73.33,76.83,83.33
Ghana,22.67,52.67,67.83,71.5,85.33,88.0,89.5
"Iran, Islamic Republic of",14.33,62.0,75.0,82.0,85.0,95.0,96.0
Afghanistan,7.5,15.33,15.5,52.67,87.67,65.83,65.67
Togo,,43.2,45.0,66.5,81.17,80.33,83.33
Rwanda,19.33,70.17,79.17,79.0,83.0,87.5,95.17
Timor-Leste,,,,59.0,68.17,81.0,83.67
Bahamas,,68.83,79.67,86.5,97.5,99.33,100.0
Zimbabwe,43.67,57.5,67.67,77.17,76.83,70.5,87.33
Madagascar,19.4,39.67,39.5,59.67,72.83,78.0,76.5
Chad,,12.5,53.33,48.0,59.83,60.5,77.0
Jordan,20.67,52.67,50.67,46.5,83.5,90.0,91.0
Haiti,29.83,39.83,40.83,42.67,50.17,77.5,80.17
Vanuatu,12.5,31.83,41.17,82.33,77.33,76.0,78.33
Colombia,7.17,39.0,64.17,71.83,77.83,82.0,96.0
Djibouti,14.33,63.17,64.0,54.83,77.0,79.5,98.17
Kenya,44.0,59.0,61.5,70.5,75.83,75.83,87.0
Côte d'Ivoire,,37.75,44.33,75.17,81.67,83.0,85.0
Tunisia,5.83,39.83,69.33,83.17,93.83,96.0,96.83
Oman,42.17,84.67,87.5,94.0,92.67,94.5,99.0
Eritrea,,,24.33,81.5,86.5,93.83,99.0
