Country,1963-1971,1972-1980,1981-1988,1989-1996,1997-2004,2005-2012,2013-2020
Estonia,,,,0.26,0.97,0.11,0.12
Ethiopia,1.35,2.07,0.79,3.01,2.29,1.86,1.75
Tunisia,0.37,0.67,0.78,1.2,0.69,0.38,0.45
Romania,0.28,0.83,0.71,0.3,0.36,0.25,0.25
Marshall Islands,,,,,11.86,0.1,0.24
Nepal,,,0.01,0.02,0.08,0.12,0.44
Djibouti,,,13.25,9.49,4.52,3.23,5.75
Tuvalu,,,,,0.14,0.91,2.06
Senegal,4.56,9.09,10.86,15.35,15.89,16.35,13.63
India,3.58,3.14,1.51,3.45,5.31,6.15,7.17
Maldives,,,1.39,0.3,0.59,0.28,0.44
China,,0.96,0.67,0.64,1.78,4.08,4.21
kos,,,,,,0.0,0.06
Ireland,1.66,1.49,1.16,0.97,0.56,0.69,0.52
Jamaica,0.1,0.07,0.1,0.03,0.07,0.21,0.72
Guinea,1.94,,2.61,14.92,16.69,9.25,5.02
Czechia,,,,0.3,0.28,0.13,0.15
San Marino,,,,,,0.01,0.02
Finland,0.87,0.86,0.62,0.46,0.54,0.59,0.85
nld_curacao,,,,,,0.78,2.3
