Country,1960-1967,1968-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2023
Dominican Republic,877974962.5,2039837500.0,6322800000.0,40822589102.75,236531866362.5,833238648162.5,2341025692800.0,4877248110650.0
Aruba,,,,1140333333.33,2440750000.0,3924158125.0,4829663750.0,5614167680.9
Thailand,83059776512.5,192655997950.0,622812004350.0,1573107015687.5,4105167128437.5,6818417500000.0,11715866375000.0,16311331000000.0
Maldives,,120346439.58,285922272.76,1468200000.0,4992434787.5,14702616075.0,43504695075.0,80939614325.0
"Venezuela, Bolivarian Republic of",33638625.0,70711375.0,223597000.0,1221350375.0,26585580500.0,226994619875.0,1524530778857.14,
Nepal,5108125025.0,10322625075.0,24003374850.0,74869499887.5,239893800000.0,535094068200.0,1614970541487.5,3945818534305.53
Liberia,215022700.0,383499487.5,773691087.5,758817350.0,238450000.0,974125000.0,2538942475.0,3569212145.0
Malawi,,,1744820223.57,5039040657.56,47058665137.5,506474674825.0,2395664435887.5,9460359777175.0
Romania,,,70660000.0,100451250.0,18027039987.5,230307187500.0,604070025000.0,1111174512500.0
Viet Nam,,,,23680142857657.14,250604250000000.0,751223500000000.0,3547586722500000.0,7868995208014412.0
Bulgaria,,,28109150.0,49279525.0,9377930875.0,41892456500.0,80082219250.0,129914282250.0
Mauritania,1072495293.67,2079471185.39,4686491366.31,10715829857.8,29120454212.5,68465632787.5,176215919186.64,300986000218.16
Niger,143425004550.0,195243247612.5,486342127625.0,734242129000.0,1209357625000.0,2100762625000.0,4460409000000.0,7918846438737.5
Namibia,,,2180216133.9,5386839988.59,16149732450.0,41979876762.5,103445976200.0,185308778600.0
Tajikistan,,,,75271.43,411827200.0,6000087500.0,33187362500.0,87925175000.0
Palau,,14821358.33,29043818.74,73191359.53,125378187.5,172279754.64,218898532.87,270516423.81
Cayman Islands,,,,,,3611054852.68,3664401937.72,4745684241.83
Tonga,,24831900.0,45166287.5,119386375.0,255848000.0,462108862.5,749842475.0,1073067428.57
Kyrgyzstan,,,,47520000.0,21408837500.0,93678387500.0,299065337500.0,737799250000.0
North Macedonia,,,,750000000.0,151642750000.0,290659500000.0,473271625000.0,701117375000.0
Spain,7821098586.34,23708573013.58,94787937625.0,255840270250.0,479720494625.0,845852250000.0,1059727125000.0,1234481250000.0
Lithuania,,,,88386357.6,8149700834.57,18953119375.0,32660599500.0,52676817500.0
American Samoa,,,,,,509333333.33,621500000.0,701571428.57
Guyana,344550000.0,680512500.0,1359199987.5,9794624850.0,88289501325.0,237005618850.0,767018000000.0,1670685625000.0
Uzbekistan,,,,36263740.0,681742616450.0,12871800000000.0,119949571362500.0,604922344175000.0
"Palestine, State of",,,,,3605750000.0,4591737500.0,11243712500.0,16893250000.0
New Zealand,3624564897.64,7635651723.49,23951750000.0,63707250000.0,96964625000.0,150550875000.0,218559000000.0,334977375000.0
Burkina Faso,97266727925.0,147042367500.0,411570696200.0,761894772725.0,1315901966525.0,2861609838975.0,5785995520400.0,9897363040262.5
Bhutan,,597365592.29,1051470339.25,3498511286.3,10798889787.5,33448106662.5,96039086575.0,186962304714.29
Djibouti,,,,72099217150.0,88428375000.0,118369137500.0,276611477812.5,571232218562.5
