Country,1960-1968,1969-1976,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016
Bangladesh,32.71,13.43,5.55,3.35,3.51,5.16,7.01
Colombia,35.01,23.52,24.17,25.19,20.92,16.39,19.73
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,2.34,0.16,5.36,12.66,11.3,16.14,17.42
Mozambique,64.4,47.75,25.42,17.32,6.28,0.29,4.4
Bhutan,,0.0,8.9,23.9,40.23,27.01,20.26
Russian Federation,57.97,46.38,39.04,41.72,31.45,28.72,26.27
Nepal,11.28,26.09,26.39,24.06,29.4,24.82,22.61
Poland,92.01,84.56,82.37,85.36,78.82,71.54,66.7
Sierra Leone,3.95,0.0,0.0,0.0,0.0,0.35,0.0
North Macedonia,,,,88.75,90.67,82.74,55.89
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,0.24,0.1,0.07,0.01,0.03,0.02,0.01
"Korea, Democratic People's Republic of",93.57,94.32,90.82,89.14,86.77,89.35,81.34
Greece,33.96,26.17,29.29,41.35,39.67,34.92,35.23
New Zealand,46.44,30.68,23.5,17.59,17.22,20.73,17.57
Netherlands,40.55,9.27,9.55,18.02,17.69,16.43,19.66
Serbia,,,,,,73.29,66.67
Iraq,0.04,0.02,0.01,0.01,0.0,0.0,0.0
