Country,1960-1969,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2023
Rwanda,5.15,4.15,4.31,5.1,4.81,4.92,6.28
Viet Nam,5.62,4.85,4.54,6.36,6.89,7.38,7.93
"Venezuela, Bolivarian Republic of",5.21,5.04,5.31,6.29,6.8,6.86,6.79
Albania,5.03,5.22,5.16,6.58,7.12,6.39,5.87
Saudi Arabia,5.07,5.06,4.75,5.19,6.16,8.4,8.58
Nigeria,5.56,5.49,5.25,5.08,5.06,5.22,5.47
"Micronesia, Federated States of",5.0,4.51,4.22,5.23,5.73,5.81,5.5
Belize,4.87,4.01,3.69,4.86,6.0,6.54,7.13
Faroe Islands,6.07,5.03,6.22,6.92,7.03,6.37,5.77
Colombia,4.81,4.71,5.33,6.59,7.47,7.04,7.42
Brazil,5.61,5.45,5.66,6.65,7.28,7.36,7.96
Senegal,5.43,5.25,4.71,4.64,4.86,5.31,5.81
India,5.66,5.49,5.31,6.1,6.41,6.72,7.23
Guam,5.73,5.72,6.6,7.57,7.79,7.04,5.33
Sao Tome and Principe,5.53,4.18,3.92,4.39,4.98,5.23,6.02
Angola,5.9,6.04,5.08,4.94,5.27,5.1,5.28
Morocco,5.84,5.24,4.77,5.79,6.64,7.02,7.37
Iraq,5.17,4.79,4.62,4.7,5.36,6.01,5.92
