Country,1971-1978,1979-1986,1987-1994,1995-2002,2003-2009,2010-2016,2017-2023
Lithuania,,,,13.86,7.83,7.68,6.6
Czechia,,,8.89,10.32,9.14,6.27,3.47
Bahamas,,,-0.86,8.07,1.23,2.25,0.49
Cuba,5.98,4.62,-8.67,3.31,8.95,5.52,-4.66
Denmark,4.0,3.82,3.32,6.47,4.31,3.47,4.77
Jamaica,,,,,-11.76,-0.74,5.34
Mauritania,16.51,5.44,-7.94,6.56,14.56,4.86,9.85
Syrian Arab Republic,12.01,1.8,4.85,0.92,7.42,-11.96,26.62
Luxembourg,3.31,3.82,6.23,10.11,3.72,6.67,3.12
Burundi,,,,15.34,22.71,4.02,9.96
Estonia,,,12.21,8.77,6.25,9.75,5.16
Chile,3.55,1.88,14.41,8.04,9.31,5.78,2.91
Sweden,1.71,3.83,3.51,6.14,3.1,5.19,3.55
Romania,,,-3.72,9.28,17.36,9.08,6.63
Namibia,,0.22,2.24,6.57,11.97,5.39,5.43
Brunei Darussalam,,,10.5,1.7,3.78,4.1,10.33
Timor-Leste,,,,15.34,4.85,-1.84,2.05
Singapore,9.05,9.93,14.21,7.98,8.97,5.35,4.03
Djibouti,,,,,,-10.85,7.19
