Country,2000-2002,2003-2005,2006-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Seychelles,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Bulgaria,79.0,79.0,78.67,78.0,78.0,78.5,79.0,79.0,78.5,64.5
Syrian Arab Republic,80.33,79.0,77.33,77.5,73.0,74.0,74.5,71.0,68.5,83.0
Austria,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,90.5
India,31.33,31.33,36.33,39.0,39.0,45.0,55.5,61.5,68.0,75.0
Rwanda,79.67,79.0,78.0,78.0,78.0,78.0,78.0,78.5,76.5,80.0
Guinea,31.0,37.0,49.33,51.0,59.0,58.5,59.5,64.5,69.5,80.5
Tuvalu,86.0,87.5,87.67,87.0,86.0,87.0,89.5,91.5,92.5,72.0
Ireland,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Senegal,56.0,61.0,66.0,67.5,69.0,76.0,73.5,72.5,70.0,71.5
Bermuda,,87.0,87.0,87.0,87.0,,87.0,87.0,87.0,87.0
Kenya,46.0,45.67,45.0,45.0,45.0,45.0,46.0,59.5,58.5,63.5
Sierra Leone,29.33,34.33,50.0,60.5,61.0,55.5,57.5,71.0,70.0,75.0
Sudan,52.0,52.0,51.33,51.0,52.5,54.5,59.5,66.5,66.0,69.0
Croatia,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,138.5
Angola,42.67,55.33,57.33,49.0,52.5,56.5,57.0,55.0,61.0,56.0
Hungary,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Switzerland,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Serbia,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.5,71.0
Portugal,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,89.0
Liberia,30.33,41.33,47.0,54.5,62.0,45.5,45.0,52.0,49.0,44.5
Sao Tome and Principe,56.67,117.33,56.0,56.5,57.0,57.0,57.0,57.0,46.5,40.0
