Country,1977-1981,1982-1986,1987-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019,2020-2023
Paraguay,20.67,22.6,19.37,17.45,22.29,19.04,23.42,38.46,41.37,41.57,23.02
Burundi,,11.92,13.43,20.44,14.47,31.79,47.71,29.34,13.29,10.98,
Aruba,,24.42,30.37,25.31,12.05,24.06,31.56,33.56,36.09,37.19,36.62
Samoa,9.27,11.46,8.05,8.2,12.58,,14.81,13.5,4.54,2.62,3.71
"Bolivia, Plurinational State of",18.43,12.21,20.32,19.32,14.65,20.23,30.34,25.4,23.21,29.05,22.02
Uruguay,41.18,49.8,34.36,22.65,29.36,29.76,23.6,27.05,25.43,23.44,15.16
Netherlands,25.25,23.0,25.76,24.06,25.34,23.2,13.48,13.76,12.6,11.62,7.81
Uzbekistan,,,,,,,34.91,39.67,45.55,41.65,33.99
Haiti,22.45,22.09,30.03,24.69,11.78,6.65,12.08,6.78,6.18,15.89,3.83
Slovakia,,,,16.05,20.99,19.75,,26.1,27.75,24.55,16.76
Tajikistan,,,,,,1.69,1.65,1.59,0.32,1.34,1.37
Oman,5.88,6.55,7.66,5.03,23.8,26.68,18.67,15.46,15.74,21.8,13.22
North Macedonia,,,,,11.54,13.92,12.0,12.32,12.54,17.66,16.69
Algeria,11.43,20.22,15.71,,,,6.8,4.35,5.15,5.03,5.04
Guyana,8.32,18.51,,12.11,38.63,24.8,18.85,18.73,17.9,9.94,1.87
New Caledonia,,,,,,24.59,16.44,13.89,12.48,13.83,
