Country,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2019
Hungary,19.0,16.45,13.97,12.47,11.39,10.58
Central African Republic,92.37,93.19,93.62,93.2,93.04,93.33
Greece,46.76,43.72,37.88,35.45,36.15,33.39
Sierra Leone,91.63,92.2,92.05,91.49,89.82,90.46
Tonga,60.24,58.82,55.88,54.72,51.57,48.21
Croatia,29.01,25.57,24.36,21.47,18.18,12.68
India,85.21,84.87,84.59,83.73,80.23,76.95
Iraq,33.66,32.64,33.05,31.91,27.1,22.73
Haiti,76.16,75.79,75.52,74.94,74.28,73.63
Guinea,93.46,93.28,92.95,92.85,92.83,92.11
Israel,11.53,11.97,11.59,11.9,11.86,12.18
"Venezuela, Bolivarian Republic of",37.78,39.44,39.14,35.17,35.75,40.58
chanisl,17.03,16.45,16.04,15.54,15.23,14.78
Western Sahara,51.93,50.96,49.23,46.61,43.94,41.33
Malta,12.33,12.18,13.82,14.15,13.67,14.78
Cambodia,89.59,89.25,83.86,74.93,60.67,49.21
Finland,16.04,14.79,12.74,13.05,13.72,13.47
Mauritius,18.61,19.35,20.49,19.83,20.44,20.11
Cameroon,85.5,83.25,80.56,81.05,78.23,75.35
Zambia,76.99,80.2,82.64,81.79,78.57,74.89
