Country,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2021
Lebanon,,16.86,19.79,13.96,,,12.08,12.13,12.17
Burundi,,,28.02,17.68,13.62,15.47,13.52,19.16,16.65
Saint Vincent and the Grenadines,22.25,20.45,19.02,14.6,18.71,16.67,15.22,15.64,16.25
Kazakhstan,,,3.41,,7.41,7.3,5.91,6.85,4.43
Gambia,,,13.81,16.95,16.5,15.8,,19.66,18.15
Brazil,11.17,11.73,10.27,7.86,7.96,8.77,8.53,8.52,8.5
Tonga,,,,,12.69,12.17,11.0,9.55,7.52
Seychelles,,43.64,,29.66,,,5.85,19.66,6.14
Ghana,,19.16,17.31,16.74,16.79,16.2,15.23,16.06,15.94
China,19.19,16.69,10.92,8.83,8.3,8.0,7.83,7.85,6.47
Thailand,,26.74,14.38,13.68,14.36,16.65,12.36,,13.17
Serbia,,10.84,13.17,10.32,7.99,5.8,3.38,3.64,4.14
Burkina Faso,,13.55,13.82,12.08,11.43,11.19,11.01,15.72,11.32
Japan,10.85,13.61,14.33,12.47,10.37,8.93,10.93,18.13,8.02
Afghanistan,,,3.13,6.89,7.63,8.42,,11.04,
"Tanzania, United Republic of",28.26,19.01,16.57,17.48,18.09,18.45,17.73,17.13,18.15
