Country,1800-1837,1838-1875,1876-1913,1914-1951,1952-1989,1990-2026,2027-2063,2064-2100
Mexico,487.15,487.15,481.12,334.47,114.17,23.22,6.9,3.45
Denmark,349.04,235.65,175.86,81.1,17.67,4.93,1.94,0.93
Mauritania,417.44,417.44,415.6,372.07,204.01,74.13,33.29,15.23
Colombia,417.44,417.44,415.6,246.97,97.14,20.81,6.81,3.04
Burundi,423.95,423.95,422.09,377.36,237.21,109.92,40.4,24.99
Madagascar,437.13,437.13,435.21,351.5,165.7,87.17,25.17,10.46
Sudan,425.25,425.25,423.38,361.14,166.79,90.33,41.68,22.07
Tunisia,,,,373.28,184.15,25.66,6.96,2.58
Georgia,381.83,352.63,320.0,213.19,82.61,23.62,4.09,1.57
Eswatini,413.61,413.61,411.79,358.96,159.61,80.43,33.71,19.81
El Salvador,461.6,461.6,459.57,365.18,143.96,26.22,6.83,3.88
Egypt,,,,389.5,227.09,38.09,9.46,4.73
Paraguay,374.0,374.0,372.36,272.12,73.15,28.48,12.25,6.03
Lesotho,407.24,407.24,405.45,355.88,161.17,92.89,67.07,48.17
Barbados,501.72,573.49,616.26,360.2,61.2,14.39,6.6,3.15
