Country,1964-1969,1970-1975,1976-1981,1982-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Gambia,2685000.02,1928333.34,4720000.07,6729999.98,9688000.01,3396000.0,2205999.99,2412000.02,6480000.02,15365999.98,22363999.94
Belarus,,,,,,1140000.01,362000.0,300000.0,614000.01,916000.0,2251999.97
Fiji,4120000.08,6703333.38,8516666.49,1995000.02,1803999.99,1079999.99,,569999.99,625999.98,1377999.97,2196000.01
Tunisia,34000.0,220000.0,263333.33,1281666.66,1028000.02,242000.0,217499.99,12613333.1,5008000.04,9448000.0,15006000.42
Togo,28333.33,123333.34,105000.0,151666.67,658000.0,1728000.04,796000.0,508000.0,4267999.95,50000.0,10000.0
Croatia,,,,,,955000.0,1783999.99,1427999.99,1443333.31,,
kos,,,,,,,,,12439999.82,6989999.96,6600000.0
Lesotho,9206666.55,5653333.35,8675000.03,5911666.67,10429999.92,8445999.81,4692000.01,7129999.92,5539999.99,2680000.02,606000.0
Cambodia,206000.0,396666.67,662500.0,1019999.98,879999.99,8773999.88,11071999.93,20189999.77,23582000.26,6491999.91,3180000.0
Uzbekistan,,,,,10000.0,841999.98,921999.99,554000.01,1499999.99,2189999.99,3763999.92
Serbia,,,,,,395000.0,101277998.32,62456001.28,6559999.99,4341999.91,3683999.97
"Virgin Islands, British",13829999.92,2004999.94,2101666.63,1494999.98,2555999.98,1684000.02,1372500.01,110000.0,,,
"Venezuela, Bolivarian Republic of",40000.0,171666.66,10000.0,25000.0,144000.0,308000.0,456000.0,205000.0,1230000.02,2143999.98,8796000.19
Belize,3271666.67,4311666.65,8618333.26,4808333.36,4832000.02,5118000.03,11815999.75,698000.0,194000.0,1483999.98,1412000.02
Ethiopia,438333.33,3496666.65,3893333.35,14468333.32,32152000.43,28686000.06,21538000.11,148242002.87,395370001.22,486690008.54,277068005.37
Chile,1140000.04,103333.35,2790000.02,578333.34,860000.0,2403999.97,817499.98,781999.98,736000.0,4943999.91,
Türkiye,13778333.74,3444999.93,9714999.82,4730000.02,-1867999.98,7526000.05,636000.0,-1326000.02,5940000.06,67717999.08,64864000.7
Trinidad and Tobago,1403333.29,1143333.34,-926666.68,2000.0,723999.99,582000.0,220000.0,188000.0,510000.01,,
Lebanon,33333.33,75000.0,338333.33,445000.0,247500.0,480000.0,404000.0,3114000.01,3980000.07,104634001.73,115869998.93
Panama,42000.0,141666.67,136666.67,93333.33,1122000.0,977999.99,404000.0,-34569999.76,208000.0,1355999.98,1432000.01
Poland,,,,,51583332.7,20102000.05,8030000.07,509999.99,,,
Mauritius,4199999.89,3623333.33,2574999.99,2309999.97,1812000.02,1028000.0,1103999.99,-370000.01,8092000.08,720000.01,1254000.0
Myanmar,398333.34,899999.99,6716666.7,3843333.34,1082000.0,449999.99,2185999.97,13017999.84,57983999.63,150092001.34,111852000.43
