Country,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2010,2011-2014
Serbia,,,,23.59,22.15,19.76,18.23
Colombia,6.98,6.3,5.92,,,,
Costa Rica,9.59,10.57,9.66,10.8,,,
Azerbaijan,7.54,6.26,2.87,1.76,1.32,1.06,
Malaysia,,,,,,0.3,0.14
Germany,,,20.02,18.07,16.13,13.55,13.49
Bermuda,8.51,,,,,,
Chile,11.16,10.69,10.55,,,,
Bahrain,,3.36,,,,3.5,1.17
Saint Lucia,16.61,16.06,,,,,
Thailand,9.35,,5.82,,11.45,8.75,8.77
Martinique,,5.73,,,,,14.93
Panama,3.78,6.38,,,,,
Finland,37.21,40.33,42.42,35.84,29.73,25.05,21.38
Cuba,,,24.99,23.81,,,
North Macedonia,,,9.66,10.23,9.92,9.39,9.55
Jordan,,,,,,0.42,0.68
Singapore,12.96,17.44,13.33,12.85,11.44,10.78,10.33
Belarus,44.81,33.11,41.16,56.93,56.6,,
