Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019
Trinidad and Tobago,,,,,,,,,
Morocco,,20.5,,,20.9,,,,
Zimbabwe,,,,21.0,,,20.6,,
Portugal,21.0,21.7,21.8,21.75,22.2,22.25,22.05,22.0,22.0
Timor-Leste,,22.3,,,,21.8,,,
Benin,,,,20.2,,20.8,,21.4,
Tunisia,22.1,,,22.6,,22.5,,,
Sierra Leone,,,,21.9,,,,21.0,
"Palestine, State of",22.45,22.05,21.9,21.95,,,23.2,,
Japan,,,22.9,22.2,21.7,,,,
"Congo, The Democratic Republic of the",21.6,,,,21.6,,,,
Paraguay,19.35,19.05,20.15,19.65,20.75,20.15,20.2,20.8,21.1
Tajikistan,21.9,22.7,22.6,,,22.4,,,
Guatemala,,19.2,,,,20.1,,,
United States,22.4,22.3,22.45,22.75,22.6,22.4,22.6,22.5,22.5
Nigeria,,,,22.8,22.8,22.8,,22.7,
Haiti,,,,,21.9,,,,
United Kingdom,22.15,22.2,22.2,22.4,22.65,22.75,22.8,22.7,22.9
Maldives,,,21.9,,,,22.2,,22.4
Romania,,23.0,23.6,24.4,24.45,24.7,24.75,24.2,24.2
South Sudan,,,22.8,,,,,,
Malta,,23.05,22.9,22.8,22.5,22.5,22.55,22.6,22.5
Peru,20.8,21.1,21.75,21.9,22.05,22.0,22.15,22.2,22.3
Viet Nam,21.8,22.3,21.8,21.4,22.2,22.4,22.4,22.3,
Marshall Islands,,,,,,,,,22.0
Lithuania,22.1,22.25,22.4,23.1,22.5,22.2,22.05,22.4,22.1
Sri Lanka,,20.5,21.0,,20.5,,20.3,,20.8
