Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Monaco,,89.18,82.58,83.81,84.83,91.75,99.21,93.08
Ghana,36.82,43.52,46.3,45.23,50.39,42.22,49.37,48.9
Belgium,85.84,79.25,72.26,72.52,77.41,65.08,60.89,65.72
Belize,61.78,61.98,49.19,48.58,52.45,48.57,48.26,59.43
Belarus,50.62,59.31,53.87,55.75,45.5,52.06,53.12,18.4
Malta,96.46,97.67,94.84,93.34,85.31,88.89,90.07,80.19
Gambia,67.78,61.44,47.11,48.09,45.66,38.89,46.83,50.63
Lesotho,48.67,50.67,39.53,51.36,58.45,35.4,35.97,40.09
Aruba,,80.58,96.29,90.98,94.0,92.7,95.43,97.01
"Iran, Islamic Republic of",27.97,23.24,19.85,10.19,9.64,17.46,10.11,7.7
Antigua and Barbuda,71.86,77.45,73.87,75.24,79.94,80.16,74.59,81.6
Afghanistan,1.06,1.85,1.78,0.79,1.58,1.59,0.63,0.79
Finland,98.58,100.0,100.0,98.58,97.79,88.89,80.15,81.29
Mali,58.94,59.1,54.35,44.64,11.37,7.62,4.89,2.52
Niger,44.77,38.4,33.71,17.33,14.69,11.75,9.47,8.49
Singapore,83.36,83.76,91.61,93.36,94.94,95.87,98.42,97.33
