Country,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Denmark,2.08,6.02,1.41,1.39,1.18,1.12,0.93,0.81,0.81,0.69,0.54,0.68
Nauru,,,,,,,,11.85,18.18,,18.3,
Mauritania,,55.15,54.91,54.93,,,29.0,40.89,48.78,44.0,33.04,
Cameroon,,,,,,,37.33,35.76,35.5,46.87,48.4,47.9
Switzerland,1.99,1.71,1.43,1.14,,,,0.82,0.17,0.19,0.16,0.25
Malawi,8.56,9.04,15.97,25.42,14.54,16.95,18.25,19.36,22.27,22.02,23.59,
Jordan,11.24,11.88,12.92,15.81,19.57,,20.62,20.71,,30.38,29.36,26.74
Liberia,,,,,,,14.47,24.35,27.54,31.8,40.12,
Sao Tome and Principe,,,30.28,15.15,14.82,16.21,15.06,12.01,8.9,,,
Tunisia,,,,,,,,,,,,
Angola,,,,,21.93,20.68,,,,,,
Cayman Islands,12.63,13.37,8.75,6.07,0.66,,6.4,4.56,,,,
Guinea-Bissau,53.24,,,,,,,,,,,
Lao People's Democratic Republic,28.99,29.14,26.75,24.84,23.19,23.52,26.13,22.99,22.01,24.14,29.15,33.13
Dominican Republic,16.75,7.05,6.55,6.52,5.18,8.4,6.8,2.18,3.52,8.71,6.64,13.74
Austria,1.15,1.05,0.82,0.81,1.14,1.23,1.32,1.3,1.59,1.28,1.15,1.34
Benin,,,,,,,,35.93,,,44.52,44.7
Yemen,44.62,,,,,43.43,41.88,37.49,34.26,,,
"Virgin Islands, British",4.99,,,,,,6.28,3.6,0.56,,,15.35
Albania,6.04,3.46,,,,,,1.29,1.18,1.31,2.23,3.55
Madagascar,,45.75,40.32,,,,,24.94,24.58,25.61,32.5,33.2
Canada,,,,,,,0.05,0.01,0.32,,,0.43
Mauritius,15.41,13.98,8.87,,,,0.91,4.04,7.66,6.3,5.85,
Belarus,,3.46,0.91,0.24,0.1,0.97,3.18,4.45,5.74,6.74,6.54,5.86
Viet Nam,16.0,12.41,,,,,,13.34,9.91,5.9,1.97,2.34
Barbados,1.55,3.2,4.82,3.66,4.73,5.66,6.25,1.78,0.07,0.71,4.22,0.82
Spain,0.24,0.26,0.56,0.35,0.31,0.29,1.77,2.49,2.94,2.94,2.88,2.78
Andorra,,,,,,,,10.73,9.09,7.79,7.56,7.72
Central African Republic,,,,,,62.55,60.23,,,56.97,,
