Country,2009-2010,2011-2012,2013-2014,2015-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Austria,66.64,66.41,65.32,63.75,63.5,63.87,63.42,62.05,62.0,63.81
Estonia,72.05,71.78,71.19,73.64,74.6,75.1,74.73,74.83,67.06,69.34
Mauritius,65.05,63.62,64.18,63.88,63.69,62.41,71.37,72.17,59.52,64.25
Zimbabwe,,65.81,80.05,,,,68.63,,69.89,68.81
"Moldova, Republic of",63.12,65.22,67.25,70.77,69.6,68.06,70.7,70.89,74.7,74.78
Papua New Guinea,47.92,,,,,,,,,63.15
kos,,50.44,52.0,45.6,50.9,50.36,46.17,43.11,42.54,41.07
"Palestine, State of",35.43,36.51,36.6,38.48,37.67,37.36,37.67,34.67,36.5,37.73
New Zealand,,,62.82,73.84,74.03,74.37,74.03,72.97,,
Bangladesh,49.25,,55.81,51.31,47.61,,,,,50.09
Lithuania,66.33,65.38,63.9,62.93,62.24,62.23,61.35,61.48,60.32,60.14
Iraq,,58.1,,,,,,,33.24,
Hong Kong,67.61,66.78,67.84,67.77,67.55,67.79,66.93,64.96,64.94,64.07
Poland,62.14,61.77,60.91,59.91,59.32,58.47,57.52,56.85,57.94,58.08
Sweden,77.88,77.92,77.64,76.68,77.03,76.54,76.66,76.97,69.25,67.97
Congo,45.27,,,,,,,,,
