Country,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019,2020-2020
"Moldova, Republic of",42.9,46.45,53.55,50.0,46.45,44.65,46.4,46.4,46.4
Cuba,46.4,46.4,46.4,46.4,46.4,44.65,35.7,35.7,35.7
Guinea-Bissau,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timor-Leste,58.75,67.9,67.9,69.65,71.4,69.65,67.9,62.9,59.3
Suriname,60.7,61.6,64.3,64.3,64.3,64.3,64.3,64.3,60.7
Romania,60.7,61.6,62.5,60.7,57.1,57.1,57.1,57.1,53.6
Colombia,46.1,58.05,73.2,73.2,71.4,69.65,67.9,67.9,64.3
Slovakia,74.1,72.3,75.0,75.0,75.0,69.65,67.9,71.4,64.3
Turkmenistan,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Djibouti,14.3,14.3,16.1,17.9,25.0,19.65,17.9,12.9,12.9
"Venezuela, Bolivarian Republic of",38.02,42.0,39.3,42.9,41.1,26.8,17.9,17.9,17.9
Luxembourg,92.9,92.9,92.9,92.9,92.9,89.3,89.3,89.3,85.7
Trinidad and Tobago,67.9,68.78,71.4,71.4,71.4,71.4,71.4,71.4,71.4
Jamaica,70.53,67.9,66.1,67.9,67.9,69.65,71.4,71.4,71.4
Italy,64.3,65.2,66.1,64.3,64.3,64.3,60.7,60.7,64.3
Cyprus,66.1,61.6,64.3,64.3,64.3,64.3,64.3,64.3,53.6
Namibia,43.4,53.6,51.8,50.0,51.8,53.6,53.6,53.6,53.6
Philippines,52.7,50.0,50.0,53.6,55.35,57.1,57.1,53.6,50.0
Sierra Leone,20.33,15.9,18.6,20.35,16.8,18.6,18.6,28.6,28.6
Afghanistan,1.98,7.9,7.9,7.9,11.4,11.4,11.4,6.4,6.4
New Zealand,86.6,90.2,92.9,92.9,92.9,92.9,92.9,92.9,89.3
