Country,1977-1982,1983-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Albania,42.84,33.61,29.64,44.71,28.48,15.84,15.22,11.54,12.82
Macao,,,,,10.8,13.36,11.52,10.5,9.64
Japan,,,,23.71,27.1,29.78,27.98,21.41,15.45
Pakistan,62.51,56.86,57.05,58.93,64.96,37.83,46.68,38.34,44.18
Hong Kong,,,,13.54,14.81,20.36,23.17,23.23,27.31
Colombia,43.61,34.55,33.02,39.02,34.69,35.45,25.39,20.4,27.16
Eritrea,,,,1.55,14.7,,,,
Togo,57.74,47.25,45.1,62.25,71.57,72.44,64.9,67.3,66.17
Malta,56.49,47.66,44.89,41.84,40.88,7.33,5.36,6.21,3.92
Montenegro,,,,,,34.28,35.63,38.59,49.59
Saint Kitts and Nevis,48.0,47.78,45.45,39.0,31.64,27.15,26.9,23.39,24.08
Morocco,31.29,32.33,38.9,33.59,35.47,40.15,37.85,40.05,43.02
"Korea, Republic of",44.21,43.38,40.37,37.62,34.84,35.56,29.37,25.3,23.0
Honduras,49.61,45.55,45.58,58.7,57.38,55.53,53.41,53.49,57.41
Papua New Guinea,57.53,48.94,27.33,24.24,24.18,25.93,21.47,19.19,20.57
Guinea-Bissau,47.94,40.86,38.04,49.17,68.18,48.39,36.88,33.45,34.98
Netherlands,42.37,39.38,34.2,28.16,23.37,16.34,16.53,13.7,19.36
Italy,47.73,41.33,28.08,26.41,21.08,22.62,22.59,22.05,21.93
Tuvalu,,,,,21.76,21.01,16.32,22.18,26.18
Indonesia,42.37,37.8,42.87,33.85,27.04,37.04,34.32,32.26,29.61
Canada,28.64,24.26,22.1,23.37,21.22,23.2,21.29,19.85,17.96
"Iran, Islamic Republic of",37.04,48.26,39.43,41.95,46.46,,,,
Palau,,,,,,59.21,52.86,42.93,38.84
Qatar,,,,,,,45.67,35.77,37.33
China,61.61,61.75,59.43,38.04,28.78,33.31,30.71,20.12,29.04
