Country,2004-2006,2007-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
"Congo, The Democratic Republic of the",9.9,,,10.0,,,
"Moldova, Republic of",11.67,12.03,12.7,13.3,13.7,14.1,14.15
Cameroon,,9.5,,,8.5,,
Marshall Islands,,,,,,,11.7
India,12.0,11.8,11.7,,12.1,11.85,11.85
Rwanda,8.1,,9.1,9.6,,9.8,
Mauritania,10.7,11.3,,,12.4,,
"Korea, Republic of",12.9,12.8,12.9,13.0,13.1,13.0,
Ecuador,7.47,8.0,8.7,8.85,9.2,9.4,9.15
Papua New Guinea,,10.0,,,,,
"Venezuela, Bolivarian Republic of",9.03,,,,,,
Denmark,14.47,14.4,14.05,13.9,13.9,13.8,13.9
Tuvalu,,,10.8,,,,
Haiti,,,,10.3,,,
Samoa,,10.0,,11.1,,,
Burkina Faso,,10.7,,,11.7,,9.8
Estonia,12.7,13.07,13.15,12.55,12.4,12.75,12.85
Bhutan,,10.8,,10.8,,10.8,
Belarus,13.77,13.53,13.65,14.0,14.15,14.3,14.35
