Country,1950-1971,1972-1993,1994-2015,2016-2037,2038-2058,2059-2079,2080-2100
Vanuatu,10.71,11.66,13.5,16.6,19.73,22.01,23.19
Morocco,12.86,13.65,17.99,23.87,24.57,24.87,23.5
Eritrea,13.23,13.98,13.41,14.87,20.05,23.61,24.55
United Arab Emirates,12.42,9.74,11.1,26.51,23.87,24.25,22.92
Peru,14.05,13.43,17.64,23.15,25.44,24.72,23.53
Montenegro,17.12,21.15,25.19,26.43,24.92,23.7,22.52
Botswana,12.87,11.87,13.81,20.91,23.97,26.09,26.02
Myanmar,16.78,15.67,19.32,25.09,26.61,26.23,25.38
Mayotte,12.28,10.24,12.91,15.95,17.46,20.98,22.13
gbg,27.11,22.79,27.54,27.4,25.84,22.88,22.45
Bhutan,13.93,14.85,15.35,23.92,31.66,25.5,23.65
Liberia,13.45,14.59,13.69,15.43,19.04,23.34,25.0
Mali,16.43,13.71,11.07,11.84,14.54,20.22,24.28
Tuvalu,17.45,16.94,22.02,18.57,20.93,23.0,23.94
Hungary,25.5,25.24,27.2,27.94,24.66,23.46,23.01
Chad,16.31,13.11,11.1,12.08,14.43,19.63,23.79
Martinique,16.12,18.04,26.9,24.48,20.58,21.29,21.2
Tokelau,13.95,17.56,20.83,20.93,23.42,24.82,24.51
Guyana,13.79,12.53,17.87,21.81,24.18,24.34,23.16
Syrian Arab Republic,12.89,11.47,13.57,18.9,26.66,23.96,25.04
Niue,14.59,15.52,24.06,23.68,23.01,26.15,25.62
Kenya,9.91,10.57,10.74,15.76,21.2,24.25,25.52
Monaco,30.24,26.47,28.38,21.09,21.22,23.46,23.08
"Korea, Democratic People's Republic of",14.15,21.02,23.75,27.06,25.93,24.95,23.73
Czechia,26.13,23.5,27.18,27.53,21.85,23.51,23.1
