Country,1995-1996,1997-1998,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010
Azerbaijan,5.17,5.6,5.63,5.93,8.87,17.22,40.89,66.34
Guinea-Bissau,6.23,4.59,2.22,2.73,4.04,3.69,4.76,4.89
Iceland,1884.0,2251.0,2574.0,2417.0,3508.0,4291.5,4619.0,3021.5
Andorra,940.0,1152.25,902.4,955.8,1407.0,1741.0,2236.0,2265.0
South Africa,102.41,107.7,104.6,85.97,138.6,179.2,202.65,257.0
Bulgaria,49.48,51.8,61.71,84.88,134.7,168.05,247.85,246.55
Senegal,8.11,7.81,8.41,9.39,15.08,25.93,33.6,32.48
Tonga,60.12,64.65,69.86,71.24,91.68,141.95,174.95,127.5
Niger,2.68,3.13,2.7,3.18,3.96,8.16,9.13,9.43
Burkina Faso,4.35,4.73,4.89,4.83,10.16,15.31,19.76,19.79
Malaysia,79.44,64.87,68.18,86.82,111.25,113.32,156.2,190.25
Latvia,78.82,96.68,110.7,119.8,187.4,315.2,572.05,452.5
Colombia,129.2,173.5,143.85,124.15,133.85,185.45,252.7,310.8
Monaco,2527.5,2338.5,2288.5,2285.0,3746.0,4289.5,5391.5,5713.5
Grenada,85.6,100.7,157.75,208.85,167.05,206.85,213.0,212.4
Timor-Leste,27.44,31.62,23.06,24.95,27.1,41.78,43.67,37.18
Benin,8.17,7.31,7.62,8.11,11.44,13.84,16.5,16.5
