Country,1970-1977,1978-1985,1986-1993,1994-2001,2002-2008,2009-2015,2016-2022
Nigeria,285638750.0,719846750.0,2956767875.0,2358865625.0,764501285.71,33229600.0,286504285.71
Cabo Verde,,,,,,25294250.0,42052285.71
Romania,112669750.0,1158613250.0,750383857.14,1341536125.0,2442222285.71,3694498285.71,4702559200.0
Papua New Guinea,25782000.0,57204500.0,202607500.0,268198625.0,233864285.71,111764142.86,23721000.0
Guinea,59123000.0,53111250.0,36092428.57,,,,
Serbia,448232625.0,1548155125.0,2362305875.0,1150851875.0,2213802142.86,1888506285.71,2433387142.86
Sierra Leone,8677000.0,10943750.0,8531250.0,1576142.86,,,
Jamaica,42953875.0,263959375.0,645665375.0,474490125.0,413390285.71,666175000.0,922890285.71
"Iran, Islamic Republic of",,447855166.67,184490000.0,398954250.0,494819571.43,659313571.43,187244571.43
Guyana,9629000.0,46793125.0,68491000.0,20216125.0,1313333.33,,
Saint Vincent and the Grenadines,,,130400.0,266125.0,1786857.14,4952428.57,1257166.67
Mauritius,7261750.0,56721375.0,168601000.0,112309000.0,81478000.0,264449142.86,205344571.43
Angola,,,,,,450000000.0,1229659428.57
Congo,25369250.0,43111250.0,145386750.0,74422625.0,4243333.33,112000.0,61903142.86
"Venezuela, Bolivarian Republic of",216546625.0,103183625.0,684871125.0,1258970625.0,283130666.67,,
Dominican Republic,21186875.0,92459375.0,225292250.0,262359000.0,406238285.71,868591428.57,1035587857.14
Gabon,22454875.0,16037875.0,52483500.0,81850875.0,31097142.86,31835571.43,476548142.86
