Country,1960-1967,1968-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2023
Costa Rica,4.21,4.33,4.5,4.95,5.8,6.81,6.57,6.87
Egypt,4.96,4.84,4.07,4.12,4.8,5.37,5.66,6.1
Gibraltar,6.89,6.68,7.22,7.87,7.76,7.36,6.9,6.55
Zimbabwe,3.88,3.53,3.15,3.17,3.84,3.08,3.39,4.55
Brazil,4.53,4.54,4.56,4.83,5.71,6.53,6.76,7.37
Bahrain,4.83,4.98,5.05,5.73,7.88,8.99,9.05,10.21
Greenland,4.26,5.3,6.48,7.62,7.85,9.74,8.09,5.72
Equatorial Guinea,5.11,4.85,4.42,4.38,5.0,5.07,5.08,5.94
Maldives,5.3,5.47,4.69,3.5,3.56,5.06,5.7,7.91
Lithuania,5.03,6.99,6.95,6.23,6.67,7.81,7.38,6.79
Grenada,3.42,3.45,3.17,3.59,5.31,6.69,5.87,5.86
Japan,5.48,7.31,7.42,8.14,7.35,6.4,7.39,7.15
Uzbekistan,3.43,5.43,4.51,3.51,4.72,5.85,5.86,6.22
Botswana,4.29,3.75,3.75,3.24,3.88,4.53,4.96,6.23
Solomon Islands,4.37,4.13,3.93,3.88,3.68,4.34,5.07,4.97
Andorra,7.2,6.67,5.65,7.22,8.39,9.6,9.52,8.85
Chile,5.02,5.58,5.09,5.47,6.42,7.09,7.23,7.1
"Venezuela, Bolivarian Republic of",4.28,4.17,4.1,4.43,5.27,5.94,6.1,6.28
Estonia,5.37,7.7,7.45,6.33,7.38,7.51,7.25,7.48
French Polynesia,4.34,4.83,5.31,5.49,5.82,7.21,7.41,6.61
Myanmar,5.25,5.09,4.58,4.39,5.35,6.06,6.65,7.0
Sweden,7.08,5.81,5.86,7.81,6.99,6.98,7.03,6.33
Cameroon,4.87,4.56,4.23,3.89,3.6,3.84,4.13,4.46
Tunisia,4.5,4.11,3.84,4.07,5.08,6.43,6.73,7.05
Algeria,3.98,4.02,3.65,3.62,4.6,5.46,6.39,7.04
Cuba,5.14,5.0,5.29,5.97,6.22,8.03,8.95,6.52
Switzerland,6.2,6.36,6.74,7.8,7.61,8.44,8.01,7.04
