Country,1999-2003,2004-2008,2009-2013,2014-2018,2019-2022
Congo,,270586.0,86369.5,290688.5,
Iceland,312.6,360.0,380.0,355.6,448.33
Yemen,1450756.0,1126265.0,949865.33,1133582.0,
Aruba,52.8,25.67,117.0,,
Montenegro,803.0,1604.0,728.0,1016.0,295.5
Cabo Verde,3371.5,5928.8,5860.8,6840.4,7319.0
"Palestine, State of",31790.6,47378.8,41856.6,25806.6,37564.5
Slovenia,2060.0,2258.2,2277.2,2289.6,1662.5
Romania,16890.8,52563.6,29551.0,92399.5,81560.67
Antigua and Barbuda,,40.0,190.6,87.95,23.11
Finland,3732.0,4079.8,4310.4,5952.0,6953.75
Sudan,,,2193543.0,2362989.4,
Armenia,26267.0,14332.67,7221.67,1414.2,10674.75
"Venezuela, Bolivarian Republic of",243765.2,202122.6,181818.8,315586.0,
South Africa,1477656.2,1028651.5,,407449.67,642992.0
Georgia,,3584.8,5202.75,3856.2,2546.75
Honduras,138590.5,146206.4,196517.25,269006.8,252839.67
Argentina,24225.2,16153.6,9886.2,28710.4,32470.33
Gabon,,,,,76320.0
Lao People's Democratic Republic,179648.0,118810.6,54531.8,40371.6,49002.75
Brazil,541291.0,,749167.0,643721.2,679780.67
Djibouti,79926.75,72719.2,61914.33,58081.4,48400.75
Tunisia,67887.8,42529.8,14961.8,9874.8,14224.33
Saint Kitts and Nevis,68.0,51.75,61.0,,
