Country,1998-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Lao People's Democratic Republic,1.75,2.62,2.82,1.88,2.25,2.82,2.32,1.72
Bhutan,5.85,6.61,7.29,4.59,5.24,6.21,5.84,7.03
Chile,3.6,3.84,3.18,4.08,4.3,5.01,5.51,4.83
Brunei Darussalam,4.63,,,2.05,3.11,3.89,,
Guatemala,,,3.06,3.04,2.95,2.99,3.09,3.21
Mauritania,1.91,2.2,1.96,,2.26,2.44,1.78,1.94
Antigua and Barbuda,2.75,3.4,,2.51,2.5,2.7,3.03,3.07
Portugal,5.18,5.2,4.97,5.22,5.11,4.93,4.77,4.74
Japan,3.38,3.43,3.29,3.55,3.48,3.29,3.12,3.38
Türkiye,0.0,,,3.62,4.32,4.45,4.36,3.16
Costa Rica,4.96,5.06,4.63,5.82,6.55,6.82,6.86,6.46
South Sudan,,,,,0.99,1.35,,
Georgia,2.15,2.4,2.73,2.98,2.65,3.25,3.65,3.77
Comoros,2.2,2.26,,4.42,2.65,2.64,,2.36
Tonga,5.06,3.96,,,,,5.1,5.14
Dominican Republic,1.93,1.88,2.05,,3.63,3.69,3.96,4.07
Croatia,,3.84,4.78,4.3,4.63,5.01,3.93,4.82
Cayman Islands,,,,,,,2.11,
Cameroon,2.0,2.81,2.69,2.75,2.64,2.6,3.05,2.85
Sweden,6.82,6.79,6.35,6.54,7.17,7.55,7.62,7.29
Indonesia,2.46,2.87,2.96,3.08,3.32,3.48,2.76,2.99
Libya,2.26,,,,,,,
Paraguay,4.12,3.22,2.74,2.77,3.35,3.12,3.29,3.59
Gambia,1.4,1.14,0.75,2.22,2.32,2.14,2.49,2.85
Togo,2.92,2.43,2.48,2.76,3.3,3.66,4.02,4.04
Saudi Arabia,7.25,7.01,5.66,5.14,,,,
Ghana,4.73,7.54,6.03,5.54,6.88,4.41,3.52,3.24
Iceland,6.59,7.24,7.16,7.06,7.27,7.51,7.58,7.81
Haiti,,,,,,1.67,1.63,1.21
Eritrea,4.64,3.34,2.13,,,,,
