Country,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2015,2016-2021
Finland,93.37,95.47,96.31,95.5,96.31,93.07,88.29
Morocco,35.79,36.89,40.71,42.67,42.3,44.11,43.5
Solomon Islands,56.6,53.3,50.08,46.64,46.47,48.39,49.78
Sweden,91.97,92.45,92.64,92.64,92.64,92.64,92.64
Botswana,67.11,67.38,66.62,67.85,68.94,69.16,67.28
Viet Nam,31.1,32.17,33.11,39.58,41.53,41.87,43.05
Montenegro,,,,,50.15,53.41,53.21
"Moldova, Republic of",,,41.97,47.13,49.86,56.61,52.2
Equatorial Guinea,10.53,22.72,22.53,21.38,21.38,21.38,21.67
Kazakhstan,,,35.78,37.57,38.79,38.46,39.98
Eritrea,,,28.9,19.3,0.96,0.96,11.12
Djibouti,30.37,32.81,35.76,39.36,39.75,39.75,40.17
Chile,29.99,35.87,65.46,71.85,73.02,76.63,74.1
Gabon,41.38,42.14,52.65,52.51,50.19,50.98,50.9
North Macedonia,,,50.7,51.5,56.36,50.75,47.46
Kyrgyzstan,,,49.8,41.19,38.88,49.29,49.84
Slovenia,,,69.95,71.24,71.08,71.94,70.88
