Country,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2013,2014-2014,2015-2015,2016-2016
Denmark,100.0,99.91,99.37,98.21,98.95,99.79,98.75,100.0,100.0,99.9,99.88
Zimbabwe,73.48,,,,,,79.06,,,,
Palau,,,,,,,,95.16,,,
Bahamas,,,,98.87,99.56,98.72,,,,,
Azerbaijan,98.04,97.46,99.14,98.75,98.8,98.48,98.86,100.0,98.81,99.08,100.0
Jordan,98.55,99.21,99.03,98.74,99.99,99.08,,100.0,,,99.78
Mali,74.2,73.41,75.28,70.84,82.42,88.62,,,78.16,68.06,79.58
United Kingdom,,,,,,,,,,,99.96
Algeria,95.45,94.78,94.29,93.55,95.99,97.43,96.14,98.76,97.96,97.81,
Liechtenstein,,,100.0,94.21,96.81,97.68,,,90.63,93.68,95.6
Barbados,99.18,98.19,99.43,98.66,99.0,,,,,,
Qatar,,,100.0,100.0,99.49,100.0,100.0,99.52,99.0,99.11,98.66
"Bolivia, Plurinational State of",,,,,,94.41,95.52,95.93,96.64,96.88,96.31
Argentina,99.98,99.27,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7
Belgium,,,,,,,,,,,
Côte d'Ivoire,56.0,,,69.02,66.89,,68.43,84.85,90.45,89.34,92.5
Ecuador,67.46,70.93,73.82,76.34,94.29,93.49,97.13,99.9,95.88,98.87,99.21
Ukraine,99.55,100.0,,99.84,99.61,99.76,99.68,99.9,88.5,98.76,99.62
Croatia,99.86,99.92,,100.0,99.0,99.57,99.58,,,99.07,98.4
