Country,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020,2021-2022
Tuvalu,50.0,223.33,210.0,450.0,450.0,450.0,,450.0
Saint Lucia,2600.0,8418.0,18201.33,23539.0,28803.67,32046.5,25693.0,38080.0
Costa Rica,17266.0,74413.67,229618.33,451086.33,571360.0,789412.5,948729.5,1082218.5
Faroe Islands,1214.0,11153.0,15646.33,16360.33,17709.33,18111.0,18311.5,18443.0
Russian Federation,343000.0,3129666.67,12626666.67,20767816.0,26451571.67,31583007.5,33375459.5,35251566.5
Kazakhstan,1497.5,101288.67,594748.0,1596507.67,2266300.0,2518700.0,2566500.0,2866050.0
Iraq,,62.0,1097.33,,,4392119.5,5406576.0,6386394.0
Suriname,243.33,2656.0,9989.33,29841.0,56769.33,72196.5,86340.0,123878.0
Lao People's Democratic Republic,37.5,730.0,4366.0,7716.33,18365.0,36298.0,99561.0,150755.0
Guinea,,,500.0,700.0,1000.0,1170.0,1125.0,1000.0
Peru,119639.67,469246.33,828576.33,1422454.33,1962426.0,2446180.5,2579811.0,3083336.5
Finland,521533.33,1406733.33,1581000.0,1657933.33,1733465.67,1723500.0,1821500.0,1871500.0
Timor-Leste,11.0,33.67,347.33,616.67,906.0,1708.0,86.0,137.0
Senegal,3749.33,28362.0,61575.0,98335.67,100775.33,120807.5,164705.0,228037.0
Tajikistan,10.0,3645.0,4252.67,5406.67,6033.33,6000.0,6000.0,6000.0
Estonia,91825.67,230316.33,318722.67,353133.67,391920.67,434813.0,452409.0,516893.0
Turkmenistan,,,421.0,1433.33,25735.33,94643.0,206636.0,333374.5
Benin,41.0,801.33,18173.0,40591.0,46993.33,27824.5,27708.0,20870.5
"Korea, Republic of",11168474.67,13647802.33,16339258.0,18283232.33,19926345.33,21240888.0,22044506.5,23240800.5
Pakistan,,28788.0,449732.67,1437071.67,2096739.0,2240170.0,2238740.5,3042197.0
Togo,,1201.0,11100.67,27482.33,42481.67,38353.0,42302.5,81988.0
San Marino,838.0,1433.0,5446.0,8890.33,11780.33,10679.0,11040.5,12100.0
Malta,26019.0,62779.67,112584.67,135815.33,162008.33,186575.5,207772.5,225335.5
Saudi Arabia,49821.33,303030.0,1399138.0,2245804.0,6366549.0,6737582.0,7346105.0,12022432.0
