Country,1975-1978,1979-1982,1983-1986,1987-1990,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2021
Honduras,33.76,41.93,45.64,46.33,49.14,49.55,51.03,51.44,51.27,48.67,49.11,49.2
Suriname,69.48,49.65,34.76,64.69,72.24,73.78,74.14,74.02,73.97,71.6,68.93,69.16
Bhutan,32.15,32.39,32.4,33.26,33.34,33.41,33.96,37.38,61.95,68.28,67.44,70.32
Israel,76.06,75.8,76.69,78.21,78.57,78.54,78.67,79.8,78.22,77.33,76.39,75.61
Latvia,,,,,70.81,70.38,72.63,72.97,73.31,76.25,76.78,77.28
Guinea-Bissau,27.84,26.93,27.0,27.14,37.96,51.26,52.8,53.99,54.53,50.24,53.66,54.0
Albania,19.79,19.62,19.46,21.45,57.92,61.59,62.36,61.64,62.09,60.76,58.9,58.22
Spain,48.39,81.74,81.07,81.04,81.43,81.78,81.69,82.69,83.19,76.26,74.28,77.4
Congo,27.65,28.4,28.47,31.08,57.36,44.39,30.84,40.17,39.68,40.44,41.33,43.27
Saudi Arabia,14.15,16.03,16.33,16.3,17.01,18.23,18.59,19.23,20.26,20.39,20.19,20.0
Morocco,34.42,43.83,43.71,44.61,48.87,51.04,55.31,55.63,55.57,55.85,56.11,55.78
Nepal,34.28,38.56,41.81,46.29,64.91,63.52,62.1,41.05,63.26,67.68,69.06,63.06
Slovenia,,,,,76.69,76.82,73.68,74.21,77.99,79.78,79.65,72.53
Chile,16.98,19.38,19.61,40.81,78.04,78.26,80.41,83.79,85.71,86.78,84.96,81.22
Denmark,98.63,98.53,98.83,99.15,98.85,99.13,98.81,99.2,99.06,99.24,98.27,98.33
Switzerland,87.54,87.6,87.97,88.14,88.19,88.73,88.16,88.58,88.48,88.66,88.52,88.68
Montenegro,,,,,,,,55.69,58.07,57.94,57.66,57.45
Bosnia and Herzegovina,,,,,32.4,47.61,55.41,55.81,56.15,56.95,57.35,55.99
Thailand,41.82,49.48,51.16,54.1,57.44,63.35,63.84,59.93,62.05,60.23,41.42,53.06
Burkina Faso,40.12,47.99,37.17,33.4,50.84,54.62,57.55,57.33,58.38,61.72,66.64,64.7
Kenya,38.84,38.55,37.79,38.66,49.96,53.55,56.05,64.58,68.0,72.89,68.59,69.23
