Country,1995-1996,1997-1998,1999-2000,2001-2002,2003-2003,2004-2004,2005-2005,2006-2006,2007-2007,2008-2008,2009-2009,2010-2010
Tonga,90.88,94.68,96.89,94.11,105.9,114.6,167.2,158.9,205.1,206.9,144.4,171.8
Lebanon,387.65,521.75,472.75,429.9,419.9,452.6,434.3,446.1,510.1,555.8,617.1,651.0
Cabo Verde,60.21,58.68,59.7,66.1,80.9,100.9,97.87,121.9,137.3,155.7,150.2,154.6
Ukraine,51.45,58.09,36.72,49.79,72.96,90.7,117.7,147.8,196.0,259.6,200.0,234.4
France,2738.5,2458.5,2327.5,2361.5,3159.0,3630.0,3785.0,3947.0,4483.0,4941.0,4840.0,4691.0
Guinea,27.42,25.66,22.38,20.74,21.65,21.94,16.22,16.87,22.75,25.98,25.13,23.01
Cook Islands,255.5,184.0,167.85,236.95,323.8,362.4,439.2,383.7,456.8,448.7,434.8,538.7
Greece,1088.5,1059.5,1015.6,1137.0,1577.0,1805.0,2089.0,2289.0,2677.0,3078.0,3015.0,2729.0
"Venezuela, Bolivarian Republic of",124.9,160.05,252.8,251.45,190.0,239.2,296.2,387.9,476.6,598.3,687.9,663.4
Seychelles,354.15,422.4,400.15,370.8,414.9,435.6,440.6,458.3,413.7,358.8,301.4,368.5
Gabon,143.3,125.45,108.95,114.45,153.5,160.1,164.2,190.9,233.7,263.3,265.7,302.1
Saint Kitts and Nevis,296.85,320.15,373.05,372.1,357.0,361.7,388.6,517.0,551.0,552.9,524.4,668.6
Guatemala,54.68,69.24,87.4,106.3,114.9,122.8,136.2,170.4,183.9,198.5,189.8,196.9
Lesotho,35.52,30.75,27.14,24.66,32.99,41.38,41.09,47.64,63.94,66.26,75.03,108.9
Tajikistan,4.29,6.71,6.69,8.33,10.94,13.97,17.33,21.22,30.11,43.08,43.51,49.07
New Zealand,1233.5,1210.5,1102.0,1148.0,1602.0,1974.0,2288.0,2295.0,2694.0,2820.0,2702.0,3279.0
Belize,110.75,109.55,120.45,153.65,166.4,168.4,175.9,185.7,208.6,219.0,241.8,238.8
Germany,3114.0,2717.0,2539.0,2505.5,3209.0,3528.0,3626.0,3748.0,4231.0,4718.0,4723.0,4668.0
"Moldova, Republic of",35.22,36.83,20.06,33.01,45.68,61.17,76.09,101.0,133.9,193.6,190.5,190.4
Monaco,2822.5,2637.0,2620.0,2618.0,3908.0,4597.0,4794.0,4946.0,5626.0,6692.0,6658.0,6326.0
Namibia,133.45,136.05,126.75,109.05,160.2,209.3,255.5,271.1,283.3,275.2,296.7,361.3
Malawi,8.76,11.26,10.0,9.2,12.67,16.45,17.63,21.24,19.74,21.23,25.36,25.62
Indonesia,21.14,14.94,15.14,18.27,26.81,27.08,30.15,39.66,50.57,53.36,56.35,76.89
