Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Bulgaria,8.02,7.01,6.74,6.95,8.07,10.0,11.34,12.19,12.73,13.36,13.1,13.02
Indonesia,9.91,10.85,11.81,12.29,12.35,12.77,13.12,13.37,13.68,13.91,14.26,14.62
French Polynesia,,,,,0.9,,,,,,,
Algeria,4.27,4.26,4.19,4.18,4.18,4.22,4.22,4.26,4.33,4.39,4.43,4.58
Saint Vincent and the Grenadines,6.22,6.13,5.72,5.86,6.03,6.07,6.48,6.86,7.22,7.51,7.6,7.64
Papua New Guinea,7.14,7.29,7.53,7.67,7.73,7.88,8.0,8.26,8.38,8.62,8.85,9.1
United States,31.96,33.74,34.67,35.25,35.02,33.96,33.5,32.17,31.26,30.2,29.24,29.35
"Iran, Islamic Republic of",5.08,5.26,5.51,5.69,5.89,5.93,5.96,6.3,6.75,7.3,7.72,7.96
Colombia,11.51,11.26,10.64,10.07,9.99,9.76,9.63,9.55,9.43,9.66,9.82,9.96
Azerbaijan,8.11,7.89,7.11,6.81,6.98,7.8,8.71,9.01,9.16,9.2,9.22,9.18
Iraq,5.26,5.29,5.38,5.65,5.96,6.24,6.93,7.46,8.61,9.36,9.57,9.84
Russian Federation,8.48,8.87,7.8,7.45,7.25,7.28,7.32,7.44,7.35,7.6,7.6,7.65
China,18.76,19.07,19.61,20.91,22.51,22.92,22.8,22.85,21.93,21.56,21.58,22.63
Guinea,3.57,3.66,3.75,3.85,3.95,4.08,4.15,4.22,4.32,4.44,4.54,4.68
Lao People's Democratic Republic,9.93,10.31,10.54,10.54,10.3,10.29,10.44,10.59,10.78,11.14,11.51,11.95
Sierra Leone,3.82,3.74,3.72,3.69,3.97,4.29,4.46,4.66,4.92,5.12,5.26,5.44
United Arab Emirates,11.47,13.21,14.76,15.49,17.05,19.41,20.27,20.26,19.2,13.99,13.73,13.58
Chile,9.63,9.79,10.08,10.35,10.79,11.31,11.61,12.09,12.46,12.42,12.31,12.43
Seychelles,6.82,7.04,7.53,7.94,8.19,8.34,8.33,8.06,8.09,8.28,8.47,8.72
Luxembourg,13.42,14.04,14.83,15.7,16.66,17.87,18.76,18.91,19.12,18.81,17.71,17.36
Nicaragua,4.04,4.54,5.37,5.42,5.94,6.21,6.46,6.44,6.38,6.33,6.24,6.32
