Country,1971-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2014,2015-2018
Trinidad and Tobago,32.66,28.52,22.88,23.37,26.23,23.08,18.39,16.89,,
Kazakhstan,,,,22.99,19.47,22.11,18.27,16.52,16.47,18.79
Mauritius,29.15,21.92,20.99,21.94,21.89,25.27,23.5,21.59,19.96,17.69
Iceland,19.04,19.14,,,,,,,9.87,10.14
Saint Vincent and the Grenadines,19.56,18.06,18.16,17.75,20.0,19.45,17.76,16.82,15.57,14.55
France,22.52,21.3,21.37,20.72,18.67,19.13,18.64,18.63,17.84,
Haiti,46.4,41.28,42.69,36.89,32.89,33.94,,,,
Algeria,40.98,38.12,32.3,27.61,27.59,27.81,26.98,23.59,23.34,24.15
"Korea, Democratic People's Republic of",,,,,,,,22.0,,20.42
Lebanon,,,17.7,,,14.24,16.19,14.16,13.24,12.33
Iraq,23.65,27.14,25.37,23.93,23.37,22.28,19.98,16.96,,
Lesotho,48.34,50.79,52.02,55.5,50.22,46.32,44.98,36.11,33.34,33.26
Egypt,37.98,34.16,32.69,27.57,24.85,24.12,22.89,27.01,,23.51
India,42.01,42.51,,,,40.0,40.71,,32.92,33.15
Tajikistan,,,,,21.79,22.36,21.76,22.98,22.83,22.26
Tonga,26.1,24.95,21.89,22.65,22.36,21.38,21.03,24.45,23.21,21.63
Japan,,,,,,,,,16.59,15.9
Belgium,19.51,19.3,17.93,16.53,12.24,,11.49,11.12,11.19,11.27
Guam,23.6,20.99,19.97,19.97,,,,,,
Albania,,,,,,22.66,21.62,19.76,19.35,18.08
Palau,,,,,,15.31,,,,
