Country,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2021
Maldives,1309.5,1145.0,,,1922.0,1865.0,1690.0,1806.0,1664.0,1565.5,1174.0,
China,,,,,,,,,,,,
Zambia,284813.0,294255.0,163318.0,95033.5,67889.0,126252.0,89309.0,122756.0,,255352.0,,
Tonga,507.0,,48.0,124.5,,,187.0,369.0,,,,
El Salvador,47233.0,35958.0,25355.0,,,,,28552.0,32129.0,,,
San Marino,50.0,,,,94.0,85.0,61.0,,,,21.0,17.0
Bahrain,5964.5,6381.0,6566.0,4363.0,,,2495.5,,,1219.0,1668.0,
Djibouti,37996.5,38152.0,37098.0,36260.5,32133.5,31231.0,28980.0,27105.5,29090.5,27480.0,23260.0,22373.0
Ukraine,,16408.0,78933.5,66256.5,61552.0,66734.5,81506.0,103425.0,153565.0,164764.0,161283.0,155113.0
Singapore,,,,,,,,,,326.0,,693.0
Nicaragua,76672.0,43277.0,17876.0,21722.5,29071.5,31821.0,,,,,,
United Kingdom,,,14563.0,15959.5,31495.0,12410.5,31469.0,40880.0,48484.0,56745.0,69534.5,
Japan,,,,,,,,,,,,
Senegal,300176.5,,273279.0,285255.5,275086.5,295361.0,299121.5,316142.5,327511.0,,384673.5,432607.0
Central African Republic,,,,183794.5,143001.5,127417.5,140860.5,,,25815.0,,
Czechia,,,,,,2024.5,2508.0,4105.0,6971.0,7863.5,5301.0,4789.0
Ireland,228.0,778.0,,,,,,,,,,
Malawi,,,,,24838.0,,,,,,,
